mean_train_mcc,mean_train_f1,mean_train_auprc,mean_test_mcc,mean_test_f1,mean_test_auprc,split0_train_mcc,split0_train_f1,split0_train_auprc,split0_test_mcc,split0_test_f1,split0_test_auprc,split1_train_mcc,split1_train_f1,split1_train_auprc,split1_test_mcc,split1_test_f1,split1_test_auprc,split2_train_mcc,split2_train_f1,split2_train_auprc,split2_test_mcc,split2_test_f1,split2_test_auprc,split3_train_mcc,split3_train_f1,split3_train_auprc,split3_test_mcc,split3_test_f1,split3_test_auprc,split4_train_mcc,split4_train_f1,split4_train_auprc,split4_test_mcc,split4_test_f1,split4_test_auprc
0.6561718183835483,0.610439042773695,0.6085181280345239,0.6257021087230997,0.580952380952381,0.5132298568570421,0.6392462923973489,0.5862068965517241,0.5915666825936576,0.7340646971002934,0.7058823529411765,0.5869628270750793,0.6392462923973489,0.5862068965517241,0.5739890942544654,0.7340646971002934,0.7058823529411765,0.6332340403782762,0.6679084334186761,0.6229508196721312,0.6401583175216936,0.6278669185981051,0.5714285714285714,0.4814582414815972,0.7026062831514298,0.6666666666666666,0.6414520072423349,0.4429030024106458,0.3333333333333333,0.270036602422097,0.6318517905529382,0.5901639344262295,0.5954245385604678,0.589611228406161,0.5882352941176471,0.5944575729281611
