mean_train_mcc,mean_train_f1,mean_train_auprc,mean_test_mcc,mean_test_f1,mean_test_auprc,split0_train_mcc,split0_train_f1,split0_train_auprc,split0_test_mcc,split0_test_f1,split0_test_auprc,split1_train_mcc,split1_train_f1,split1_train_auprc,split1_test_mcc,split1_test_f1,split1_test_auprc,split2_train_mcc,split2_train_f1,split2_train_auprc,split2_test_mcc,split2_test_f1,split2_test_auprc,split3_train_mcc,split3_train_f1,split3_train_auprc,split3_test_mcc,split3_test_f1,split3_test_auprc,split4_train_mcc,split4_train_f1,split4_train_auprc,split4_test_mcc,split4_test_f1,split4_test_auprc
0.6489718236184789,0.6065309967966837,0.6769355265473515,0.6143648908336194,0.573109243697479,0.49483592949081584,0.6392462923973489,0.5862068965517241,0.647385028198969,0.7340646971002934,0.7058823529411765,0.5895279668872402,0.6032463185720012,0.5666666666666667,0.6461489144195155,0.6773786076528916,0.6666666666666666,0.5985511951159207,0.6679084334186761,0.6229508196721312,0.7035720197079459,0.6278669185981051,0.5714285714285714,0.44941564105226217,0.7026062831514298,0.6666666666666666,0.7079331433198675,0.4429030024106458,0.3333333333333333,0.27790713710874454,0.6318517905529382,0.5901639344262295,0.6796385270904589,0.589611228406161,0.5882352941176471,0.5587777072899118
