classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,384,0.6942596551180076,0.6239389084697502,0.659109038418832,0.6437651637247965,0.5149992481617653,0.6202271158792898
