Season,Name,Replicate,death,min,max,mean,log_multiply
summer,ELOANE,c,False,0.9580031604390242,0.9938097669060951,0.9849591898184477,-0.45632779168354476
summer,VENUS,a,True,0.06666666666666667,0.9908260245430425,0.8949440347692463,-6.943292216294482
summer,VENUS,b,True,0.06666666666666667,0.9908260245430425,0.8949440347692463,-6.943292216294482
summer,VENUS,c,True,0.06666666666666667,0.9908260245430425,0.8949440347692463,-6.943292216294482
summer,JADE,a,True,0.9735373800352821,0.9958115075501335,0.9887565533403079,-0.33963926496049035
summer,JADE,b,False,0.9735373800352821,0.9958115075501335,0.9892842159319307,-0.3235825645931574
summer,JADE,c,True,0.9735373800352821,0.9958115075501335,0.9891568412844792,-0.32743501689136484
summer,CONTROL,a,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,b,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,c,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,d,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,e,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,SINGAPURA,a,False,0.788553364779494,0.9943441180511332,0.9661453402967557,-1.069820181850273
summer,SINGAPURA,b,False,0.788553364779494,0.9943441180511332,0.9661453402967557,-1.069820181850273
summer,SINGAPURA,c,False,0.788553364779494,0.9943441180511332,0.9615496498775506,-1.2128312409271171
summer,PISCES,a,False,0.9736973271145706,0.9942271645864802,0.9816940870386256,-0.5546732812368547
summer,PISCES,b,False,0.9617760484643698,0.9942271645864802,0.981544671594239,-0.5596073174575911
summer,PISCES,c,False,0.9617760484643698,0.9942271645864802,0.981544671594239,-0.5596073174575911
summer,GLORY,a,False,0.9736973271145706,0.9908828629816308,0.9799932397941399,-0.6067078766086871
summer,GLORY,b,False,0.9736973271145706,0.9908828629816308,0.9800593961553457,-0.6047050893014435
summer,GLORY,c,False,0.9736973271145706,0.9908828629816308,0.9799932397941399,-0.6067078766086871
summer,TOKYO,a,False,0.9759781485133733,0.9943441180511332,0.9844938759365057,-0.46916541006832624
summer,TOKYO,b,False,0.9759781485133733,0.9943441180511332,0.9853105215617196,-0.4442201575178093
summer,TOKYO,c,False,0.9759781485133733,0.9943441180511332,0.9844938759365057,-0.46916541006832624
summer,CHARLESTON,a,True,0.9631003320341291,0.9925246192716279,0.9803727950743143,-0.5954368774803518
summer,CHARLESTON,b,False,0.9631003320341291,0.9925246192716279,0.9803727950743143,-0.5954368774803518
summer,CHARLESTON,c,False,0.8834051665571663,0.9925246192716279,0.9772732455791056,-0.6955899076448796
summer,CONTROL,a,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,b,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,c,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,d,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
summer,CONTROL,e,False,0.9958115075501335,0.9963458586951714,0.9958293192549681,-0.12538220487442145
