Ship,Port,Longitude,Latitude,Time,Relative time (hours),Temperature (celsius),Chlorophyll (mg/m^3),Salinity (ppt)
CSCL GLOBE,-,56.59363253,26.41179307,07/02/2021 00:00,510.25,23.2,1.801,37.925934
CSCL GLOBE,-,59.09333333,23.91333333,08/02/2021 00:00,534.25,23.78,2.0724,37.070717
CSCL GLOBE,-,63.6506904,20.6264564,09/02/2021 00:00,558.25,24.51,0.7491,36.73154
CSCL GLOBE,-,66.31528947,17.44403613,10/02/2021 00:00,582.25,25.68,1.5112,36.694893
CSCL GLOBE,-,68.39187,14.99103267,11/02/2021 00:00,606.25,26.84,0.4747,36.526623
CSCL GLOBE,-,72.2268,12.0628,12/02/2021 00:00,630.25,28.15,0.144,35.674744
CSCL GLOBE,-,79.27333333,6.386666667,13/02/2021 00:00,654.25,28.3,0.2524,33.538994
CSCL GLOBE,-,87.02846,6.269793333,14/02/2021 00:00,678.25,28.59,0.184,34.033474
NYK VENUS,SUEZ CANAL,32.38447,30.34374,08/01/2021 10:31,0,16.21,3.7632,38.97
NYK VENUS,-,34,27.6,09/01/2021 00:00,13.48333333,23.06,0.4583,39.149414
NYK VENUS,-,40.43333333,17.78333333,10/01/2021 00:00,37.48333333,26.84,0.4125,38.00353
NYK VENUS,-,43.465,12.6341,11/01/2021 00:00,61.48333333,25.68,0.8927,33.808025
NYK VENUS,-,53.60884733,12.46500533,12/01/2021 00:00,85.48333333,26.11,0.2804,35.64316
NYK VENUS,-,60.515157,10.939141,13/01/2021 00:00,109.4833333,26.26,0.4747,36.41795
NYK VENUS,-,64.698862,9.934828,14/01/2021 00:00,133.4833333,27.28,0.2524,36.7227
NYK VENUS,-,69.01569667,8.841503333,15/01/2021 00:00,157.4833333,28.44,0.144,35.5587
NYK VENUS,-,70.54492233,8.437681,16/01/2021 00:00,181.4833333,28.44,0.1716,35.71677
NYK VENUS,-,75.966807,6.966807,17/01/2021 00:00,205.4833333,28.15,0.184,33.366516
NYK VENUS,-,83.2493,5.999433333,18/01/2021 00:00,229.4833333,27.72,1.932,34.845375
NYK VENUS,-,96,6.9,19/01/2021 00:00,253.4833333,29.03,0.2524,32.360096
NYK VENUS,SINGAPORE,103.85457,1.2576,20/01/2021 12:54,290.3833333,29.03,2.0724,31.85
NYK VENUS,SINGAPORE,103.85457,1.2576,21/01/2021 23:21,324.8333333,29.03,2.0724,31.85
NYK VENUS,-,110.7823664,8.510607286,22/01/2021 00:00,325.4833333,27.43,0.184,33.353718
NYK VENUS,-,117.7165256,16.40147457,23/01/2021 00:00,349.4833333,26.84,0.1296,33.606766
NYK VENUS,-,123.403914,19.58338886,24/01/2021 00:00,373.4833333,26.26,0.0912,34.967625
NYK VENUS,-,125.1795086,22.14795029,25/01/2021 00:00,397.4833333,25.24,0.1342,34.83321
NYK VENUS,-,131.1142857,31.2,26/01/2021 00:00,421.4833333,18.1,0.651,34.652435
NYK VENUS,-,134.9628137,33.71323371,27/01/2021 00:00,445.4833333,16.35,0.4916,34.4588
NYK VENUS,KOBE,135.29395,34.6675,28/01/2021 07:19,476.8,11.26,5.536,32.48
NYK VENUS,KOBE,135.29395,34.6675,29/01/2021 04:21,497.8333333,11.26,5.536,32.48
NYK VENUS,NAGOYA,136.84288,35.0272,30/01/2021 00:00,517.4833333,10.96,4.8111,32.36
NYK VENUS,NAGOYA,136.84288,35.0272,31/01/2021 01:13,542.7,10.96,4.8111,32.36
NYK VENUS,TOKYO,139.80903,35.62071,01/02/2021 00:00,565.4833333,9.94,21.755,14.67
NYK VENUS,TOKYO,139.80903,35.62071,02/02/2021 16:39,606.1333333,9.94,21.755,14.67
NYK VENUS,-,149.7516222,39.89056111,03/02/2021 00:00,613.4833333,11.4,0.2193,33.917706
NYK VENUS,-,159.4444889,40.01185556,04/02/2021 00:00,637.4833333,7.91,0.2804,33.847168
NYK VENUS,-,174.167,40.08891667,05/02/2021 00:00,661.4833333,9.94,0.1716,34.19206
NYK VENUS,-,183.8018556,40.58955556,06/02/2021 00:00,685.4833333,10.53,0.2614,34.209564
ELEONORA MAERSK,TANGER MED,-5.51949,35.88087,01/01/2021 11:30,0,16.35,0.4272,36.39
ELEONORA MAERSK,TANGER MED,-5.51949,35.88087,02/01/2021 12:48,25.3,16.35,0.4272,36.39
ELEONORA MAERSK,-,-1.9966318,36.4159028,03/01/2021 00:00,36.5,15.33,0.4747,36.98374
ELEONORA MAERSK,-,11.137788,37.4639128,04/01/2021 00:00,60.5,15.19,0.4747,37.567093
ELEONORA MAERSK,-,16.9616872,36.0386284,05/01/2021 00:00,84.5,15.33,0.1974,38.35104
ELEONORA MAERSK,-,27.8084452,33.262939,06/01/2021 00:00,108.5,17.37,0.1657,39.5195
ELEONORA MAERSK,SUEZ CANAL,32.38447,30.34374,07/01/2021 10:21,142.85,16.21,3.7632,38.97
ELEONORA MAERSK,-,34.125,27.45,08/01/2021 00:00,156.5,23.35,0.2904,39.772537
ELEONORA MAERSK,-,41.2,16.3,09/01/2021 00:00,180.5,25.82,0.8322,37.550373
ELEONORA MAERSK,-,43.3825,12.66705,10/01/2021 00:00,204.5,25.82,0.8035,33.808025
ELEONORA MAERSK,SALALAH,54.02416,16.95314,11/01/2021 18:33,247.05,25.68,3.7632,35.93
ELEONORA MAERSK,SALALAH,54.02416,16.95314,12/01/2021 00:00,252.5,25.68,3.7632,35.93
ELEONORA MAERSK,SALALAH,54.02416,16.95314,13/01/2021 02:47,279.2833333,25.68,3.7632,35.93
ELEONORA MAERSK,-,57.1,25.5,14/01/2021 00:00,300.5,24.07,2.0724,35.686447
ELEONORA MAERSK,KHALIFA,54.66774,24.80785,15/01/2021 04:00,328.5,22.47,1.5652,39.54
ELEONORA MAERSK,KHALIFA,54.66774,24.80785,16/01/2021 10:40,359.1666667,22.47,1.5652,39.54
ELEONORA MAERSK,JEBEL ALI,55.04112,25.02413,17/01/2021 00:00,372.5,22.76,3.0487,28.84
ELEONORA MAERSK,JEBEL ALI,55.04112,25.02413,18/01/2021 11:14,407.7333333,22.76,3.0487,28.84
ELEONORA MAERSK,-,56.55360273,26.40935508,19/01/2021 00:00,420.5,23.93,3.5082,35.686447
ELEONORA MAERSK,-,57.04816323,25.64186338,20/01/2021 00:00,444.5,23.93,3.7632,35.686447
ELEONORA MAERSK,-,59.37692308,23.65,21/01/2021 00:00,468.5,24.51,6.1506,37.501446
ELEONORA MAERSK,-,61.76798338,21.82799762,22/01/2021 00:00,492.5,24.66,3.2704,36.578144
ELEONORA MAERSK,-,64.55266469,20.00792204,23/01/2021 00:00,516.5,25.09,0.7232,36.40016
ELEONORA MAERSK,-,65.65546508,18.403806,24/01/2021 00:00,540.5,25.09,0.5462,36.610565
ELEONORA MAERSK,-,66.67160485,16.92574619,25/01/2021 00:00,564.5,25.82,0.7232,36.68846
ELEONORA MAERSK,-,68.04504423,15.25539962,26/01/2021 00:00,588.5,26.7,0.5462,36.74235
ELEONORA MAERSK,-,69.76908204,13.94125588,27/01/2021 00:00,612.5,27.43,0.2353,36.577183
ELEONORA MAERSK,-,72.345,11.97192308,28/01/2021 00:00,636.5,28.44,0.1599,35.599037
ELEONORA MAERSK,-,76.41153846,8.588461538,29/01/2021 00:00,660.5,28.59,0.1716,33.354668
ELEONORA MAERSK,-,80.23846154,5.807692308,30/01/2021 00:00,684.5,28.3,1.4591,32.978897
CMA CGM NEVADA,SINGAPORE,103.85457,1.2576,18/01/2021 03:30,0,29.03,2.0724,31.85
CMA CGM NEVADA,SINGAPORE,103.85457,1.2576,19/01/2021 02:43,23.21666667,29.03,2.0724,31.85
CMA CGM NEVADA,-,97.8,6.155555556,20/01/2021 00:00,44.5,29.17,0.3115,31.99628
CMA CGM NEVADA,-,87.74883333,6.317455556,21/01/2021 00:00,68.5,28.59,0.105,33.97965
CMA CGM NEVADA,-,79.06666667,6.533333333,22/01/2021 00:00,92.5,27.57,0.2614,32.885193
CMA CGM NEVADA,-,71.29637756,12.77707756,23/01/2021 00:00,116.5,28.15,0.1906,36.321033
CMA CGM NEVADA,-,67.70872833,15.51175544,24/01/2021 00:00,140.5,26.26,0.5274,36.79283
CMA CGM NEVADA,-,65.38770467,18.793286,25/01/2021 00:00,164.5,24.95,0.9246,36.622845
CMA CGM NEVADA,-,61.49776444,22.000245,26/01/2021 00:00,188.5,24.66,4.9829,36.473423
CMA CGM NEVADA,-,57.02512467,25.70491378,27/01/2021 00:00,212.5,23.93,1.8653,35.686447
CMA CGM NEVADA,JEBEL ALI,55.04112,25.02413,28/01/2021 06:34,243.0666667,22.76,3.0487,28.84
CMA CGM NEVADA,JEBEL ALI,55.04112,25.02413,29/01/2021 19:54,280.4,22.76,3.0487,28.84
CMA CGM NEVADA,-,53.148966,26.25488,30/01/2021 00:00,284.5,23.35,1.1821,39.48839
CMA CGM NEVADA,-,51.6,26.3,31/01/2021 00:00,308.5,21.74,1.7389,38.271423
CMA CGM NEVADA,DAMMAM,50.16472,26.49736,01/02/2021 17:44,350.2333333,18.54,2.1464,39.76
CMA CGM NEVADA,DAMMAM,50.16472,26.49736,02/02/2021 00:00,356.5,18.54,2.1464,39.76
CMA CGM NEVADA,DAMMAM,50.16472,26.49736,03/02/2021 03:31,384.0166667,18.54,2.1464,39.76
CMA CGM NEVADA,AL JUBAIL,49.69211,27.11078,04/02/2021 18:13,422.7166667,19.27,0.8619,39.66
CMA CGM NEVADA,KHALIFA,54.66774,24.80785,05/02/2021 13:13,441.7166667,21.6,1.268,39.54
CMA CGM NEVADA,KHALIFA,54.66774,24.80785,06/02/2021 05:34,458.0666667,21.6,1.268,39.54
CMA CGM NEVADA,-,56.53202218,26.40804073,07/02/2021 00:00,476.5,23.2,1.801,37.925934
CMA CGM NEVADA,-,58.48181818,24.40909091,08/02/2021 00:00,500.5,23.49,4.3303,36.744106
CMA CGM NEVADA,-,62.56911455,21.31711,09/02/2021 00:00,524.5,24.8,3.8976,36.672104
CMA CGM NEVADA,-,65.54592673,18.56313873,10/02/2021 00:00,548.5,24.95,1.3602,36.65139
CMA CGM NEVADA,-,67.41138218,15.84967764,11/02/2021 00:00,572.5,26.26,0.8035,36.669655
CMA CGM NEVADA,-,70.26468927,13.56348018,12/02/2021 00:00,596.5,27.72,0.1491,36.310337
CMA CGM NEVADA,-,76.22727273,8.772727273,13/02/2021 00:00,620.5,29.32,0.139,33.919643
CMA CGM NEVADA,-,81.73636364,5.890909091,14/02/2021 00:00,644.5,28.88,0.2272,33.98472
CMA CGM NEVADA,-,91.09090909,6.530109091,15/02/2021 00:00,668.5,28.88,0.1491,33.395145
CMA CGM NEVADA,-,99.29090909,4.581818182,16/02/2021 00:00,692.5,29.76,0.9246,32.1264
MSC JADE,SUEZ CANAL,32.38447,30.34374,03/01/2020 07:24,0,16.21,3.7632,38.97
MSC JADE,SUEZ CANAL,32.38447,30.34374,04/01/2020 16:01,32.61666667,16.21,3.7632,38.97
MSC JADE,-,28.38570675,33.052707,05/01/2020 00:00,40.6,17.23,0.1599,39.516342
MSC JADE,-,23.963332,34.493718,06/01/2020 00:00,64.6,15.48,0.184,39.2695
MSC JADE,-,17.56797075,37.0187165,07/01/2020 00:00,88.6,15.48,0.1974,38.43783
MSC JADE,GIOIA TAURO,15.9006,38.4454,08/01/2020 11:53,124.4833333,14.61,0.4272,38.02
MSC JADE,GIOIA TAURO,15.9006,38.4454,09/01/2020 23:55,160.5166667,14.61,0.4272,38.02
MSC JADE,-,9.808614,41.0879525,10/01/2020 00:00,160.6,14.17,0.3461,38.285572
MSC JADE,BARCELONA,2.17599,41.3459,11/01/2020 16:02,200.6333333,14.02,0.4916,37.85
MSC JADE,BARCELONA,2.17599,41.3459,12/01/2020 00:00,208.6,14.02,0.4916,37.85
MSC JADE,BARCELONA,2.17599,41.3459,13/01/2020 05:46,238.3666667,14.02,0.4916,37.85
MSC JADE,VALENCIA,-0.30805,39.438,14/01/2020 02:09,258.75,14.31,1.0639,37.59
MSC JADE,VALENCIA,-0.30805,39.438,15/01/2020 18:23,298.9908333,14.31,1.0639,37.59
MSC JADE,-,1.670989,39.1933595,16/01/2020 00:00,304.6,15.04,0.3846,38.098736
MSC JADE,-,4.200818,38.766372,17/01/2020 00:00,328.6,15.19,0.3342,37.43398
MSC JADE,-,7.1683705,38.1924495,18/01/2020 00:00,352.6,16.5,0.3983,37.166164
MSC JADE,-,11.172235,37.454891,19/01/2020 00:00,376.6,15.19,0.4747,37.540462
MSC JADE,-,14.2319095,36.6535475,20/01/2020 00:00,400.6,14.9,0.3713,37.765663
MSC JADE,-,24.926664,34.187436,21/01/2020 00:00,424.6,16.35,0.1777,39.284588
MSC JADE,-,28.5589795,32.989603,22/01/2020 00:00,448.6,17.37,0.1599,39.547104
MSC JADE,SUEZ CANAL,32.38447,30.34374,23/01/2020 02:06,474.7,16.21,3.7632,38.97
MSC JADE,SUEZ CANAL,32.38447,30.34374,24/01/2020 15:09,511.75,16.21,3.7632,38.97
MSC JADE,-,33.75,27.9,25/01/2020 00:00,520.6,22.33,0.4425,39.149414
MSC JADE,KING ABDULLAH,39.08914,22.52306,26/01/2020 00:40,545.2666667,26.26,0.3227,39.31
MSC JADE,-,42.34666667,14.38666667,27/01/2020 00:00,568.6,25.39,0.8322,36.77601
MSC JADE,-,44.28366667,12.29591333,28/01/2020 00:00,592.6,25.97,0.5859,37.661636
MSC JADE,-,52.6472168,12.6622064,29/01/2020 00:00,616.6,25.82,0.5274,36.076775
MSC JADE,-,58.495027,11.40848367,30/01/2020 00:00,640.6,26.41,0.3461,36.360405
MSC JADE,-,61.23718867,10.77138933,31/01/2020 00:00,664.6,26.55,0.3115,36.84422
MSC JADE,-,64.5406168,9.9735308,01/02/2020 00:00,688.6,27.28,0.1544,35.664326
MSC LEANNE,HONG KONG,114.17983,22.29038,17/01/21 23:50:00,0.0,18.98,1.932,33.05
MSC LEANNE,HONG KONG,114.17983,22.29038,18/01/21 00:00:00,0.16666666666666666,18.98,1.932,33.05
MSC LEANNE,HONG KONG,114.17983,22.29038,19/01/21 03:26:00,27.6,18.98,1.932,33.05
MSC LEANNE,NANSHA,113.6759,22.67292,20/01/21 01:37:00,49.78333333333333,18.25,5.1608,8.46
MSC LEANNE,YANTIAN,114.26551,22.56608,21/01/21 08:35:00,80.75,18.39,1.1413,33.03
MSC LEANNE,YANTIAN,114.26551,22.56608,22/01/21 10:17:00,106.45,18.39,1.1413,33.03
MSC LEANNE,-,114.424896,22.131417,23/01/21 00:00:00,120.16666666666667,18.69,1.8653,34.36565
MSC LEANNE,-,111.96741366666666,16.760435666666666,24/01/21 00:00:00,144.16666666666666,25.53,0.1342,33.788837
MSC LEANNE,TANJUNG PELEPAS,103.54383,1.34848,25/01/21 17:58:00,186.13333333333333,29.9,2.7441,31.85
MSC LEANNE,TANJUNG PELEPAS,103.54383,1.34848,26/01/21 00:00:00,192.16666666666666,29.9,2.7441,31.85
MSC LEANNE,TANJUNG PELEPAS,103.54383,1.34848,27/01/21 13:47:00,229.95,29.9,2.7441,31.85
MSC LEANNE,-,98.8,5.099999999999999,28/01/21 00:00:00,240.16666666666666,29.9,0.3227,31.860004
MSC LEANNE,-,90.0,6.4664,29/01/21 00:00:00,264.1666666666667,28.74,0.1906,34.074734
MSC LEANNE,-,81.0,5.8500000000000005,30/01/21 00:00:00,288.1666666666667,28.01,0.4272,32.865944
MSC LEANNE,COLOMBO,79.83694,6.95639,31/01/21 00:08:00,312.3,28.01,2.1464,33.71
MSC LEANNE,-,70.82149025,8.364066124999999,01/02/21 00:00:00,336.1666666666667,28.74,0.1544,34.25303
MSC LEANNE,-,68.97652124999999,8.85152875,02/02/21 00:00:00,360.1666666666667,28.15,0.1342,34.74898
MSC LEANNE,-,64.451603875,9.995301125,03/02/21 00:00:00,384.1666666666667,27.43,0.139,35.664326
MSC LEANNE,-,59.1445525,11.2575775,04/02/21 00:00:00,408.1666666666667,25.97,0.4747,36.306805
MSC LEANNE,-,48.75,12.625,05/02/21 00:00:00,432.1666666666667,25.82,0.4272,36.066837
MSC LEANNE,-,41.8,15.325,06/02/21 00:00:00,456.1666666666667,24.95,7.0775,34.56576
MSC LEANNE,-,34.40625,27.1125,07/02/21 00:00:00,480.1666666666667,22.47,0.5657,39.641197
MSC LEANNE,SUEZ CANAL,32.38447,30.34374,08/02/21 06:40:00,510.8333333333333,16.94,3.3872,38.97
MSC LEANNE,-,25.84659211111111,33.894953666666666,09/02/21 00:00:00,528.1666666666666,16.21,0.2193,39.49885
MSC LEANNE,-,12.095814777777777,37.21300055555555,10/02/21 00:00:00,552.1666666666666,14.31,0.3983,37.225266
MSC LEANNE,-,-1.205148999999998,36.537669666666666,11/02/21 00:00:00,576.1666666666666,15.19,0.5092,37.030582
MSC LEANNE,-,-6.087702222222219,36.03201333333333,12/02/21 00:00:00,600.1666666666666,15.19,0.9918,36.43013
MSC LEANNE,-,-9.142302444444445,43.68914322222222,13/02/21 00:00:00,624.1666666666666,13.15,0.3846,35.622314
MSC LEANNE,-,-3.7231229999999997,49.20962033333333,14/02/21 00:00:00,648.1666666666666,10.67,0.651,35.322346
MSC LEANNE,-,-0.38456788888888965,50.24927566666667,15/02/21 00:00:00,672.1666666666666,9.51,1.3133,34.777714
SM CHARLESTON,HONG KONG,114.17983,22.29038,16/01/21 06:42:00,0.0,18.98,1.932,33.05
SM CHARLESTON,-,113.977719,21.867365,17/01/21 00:00:00,17.3,18.25,1.5652,34.266567
SM CHARLESTON,SHENZHEN,113.86234,22.50165,18/01/21 13:22:00,54.666666666666664,18.54,4.9829,32.82
SM CHARLESTON,SHENZHEN,113.86234,22.50165,19/01/21 06:49:00,72.11666666666666,18.54,4.9829,32.82
SM CHARLESTON,-,113.7257996,22.197554,20/01/21 00:00:00,89.3,18.54,6.3703,34.266567
SM CHARLESTON,-,113.2798,19.80436,21/01/21 00:00:00,113.3,23.64,0.3008,34.166813
SM CHARLESTON,-,111.9048342,16.6076098,22/01/21 00:00:00,137.3,25.68,0.1342,33.608677
SM CHARLESTON,-,107.87656,8.52728,23/01/21 00:00:00,161.3,25.97,0.5092,33.311947
SM CHARLESTON,SINGAPORE,103.85457,1.2576,24/01/21 09:19:00,194.61666666666667,29.03,2.0724,31.85
SM CHARLESTON,SINGAPORE,103.85457,1.2576,25/01/21 03:49:00,213.11666666666667,29.03,2.0724,31.85
SM CHARLESTON,-,96.0,6.9,26/01/21 00:00:00,233.3,29.03,0.2437,32.360096
SM CHARLESTON,-,83.2493,5.999433333333334,27/01/21 00:00:00,257.3,27.72,1.932,34.845375
SM CHARLESTON,COLOMBO,79.83694,6.95639,28/01/21 16:57:00,298.25,28.01,2.1464,33.71
SM CHARLESTON,COLOMBO,79.83694,6.95639,29/01/21 09:09:00,314.45,28.01,2.1464,33.71
SM CHARLESTON,-,75.3,9.7,30/01/21 00:00:00,329.3,28.3,0.139,34.321342
SM CHARLESTON,-,73.0,15.3,31/01/21 00:00:00,353.3,28.01,0.2804,35.86322
SM CHARLESTON,NHAVA SHEVA,72.94565,18.95656,01/02/21 01:34:00,378.8666666666667,24.95,4.485,35.37
SM CHARLESTON,NHAVA SHEVA,72.94565,18.95656,02/02/21 10:06:00,411.4,24.95,4.485,35.37
SM CHARLESTON,PIPAVAV,71.50443,20.91458,03/02/21 22:54:00,448.2,22.04,4.6452,35.71
SM CHARLESTON,PIPAVAV,71.50443,20.91458,04/02/21 20:15:00,469.55,22.04,4.6452,35.71
SM CHARLESTON,-,72.64,17.52,05/02/21 00:00:00,473.3,26.7,1.7389,36.00686
SM CHARLESTON,-,74.03999999999999,12.98,06/02/21 00:00:00,497.3,29.17,0.144,35.022038
SM CHARLESTON,-,75.64,9.359999999999998,07/02/21 00:00:00,521.3,29.32,0.144,33.89645
SM CHARLESTON,-,78.86,6.679999999999998,08/02/21 00:00:00,545.3,27.86,0.2118,33.660454
SM CHARLESTON,-,81.9,5.9,09/02/21 00:00:00,569.3,28.74,0.2193,33.99128
SM CHARLESTON,-,87.56874,6.305540000000001,10/02/21 00:00:00,593.3,28.59,0.2118,34.450657
SM CHARLESTON,-,93.2,6.6532800000000005,11/02/21 00:00:00,617.3,29.61,0.2804,33.211685
SM CHARLESTON,-,97.72,6.239999999999997,12/02/21 00:00:00,641.3,29.76,0.7758,31.449158
SM CHARLESTON,-,101.44,2.4799999999999986,13/02/21 00:00:00,665.3,29.76,2.8421,32.035316
SM CHARLESTON,SINGAPORE,103.85457,1.2576,14/02/21 06:53:00,696.1833333333333,27.86,1.4591,31.85
