Ship,Port,Longitude,Latitude,Time,Relative time (hours),Temperature (celsius),Chlorophyll (mg/m^3),Salinity (ppt),Season
NYK ORPHEUS,LOS ANGELES,-118.22531,33.7372,05/07/21 18:26:00,0.0,20.72,1.268,33.48,summer
NYK ORPHEUS,OAKLAND,-122.28937,37.79358,06/07/21 17:23:00,22.95,20.14,5.3452,4.17,summer
NYK ORPHEUS,OAKLAND,-122.28937,37.79358,07/07/21 00:00:00,29.566666666666663,20.14,5.3452,4.17,summer
NYK ORPHEUS,OAKLAND,-122.28937,37.79358,08/07/21 18:32:00,72.1,20.14,5.3452,4.17,summer
NYK ORPHEUS,-,-129.49313014285715,39.503910857142856,09/07/21 00:00:00,77.56666666666666,18.54,0.1208,32.739616,summer
NYK ORPHEUS,-,-131.61141085714286,39.940921571428575,10/07/21 00:00:00,101.56666666666666,19.56,0.0945,32.687515,summer
NYK ORPHEUS,-,-136.00103171428572,40.84550142857143,11/07/21 00:00:00,125.56666666666666,19.7,0.0912,32.697613,summer
NYK ORPHEUS,-,-139.35090528571428,41.34103614285714,12/07/21 00:00:00,149.56666666666666,19.41,0.1087,32.87475,summer
NYK ORPHEUS,-,-144.11717914285714,41.97258028571429,13/07/21 00:00:00,173.56666666666666,17.23,0.184,32.654613,summer
NYK ORPHEUS,-,-150.13459742857142,42.422382000000006,14/07/21 00:00:00,197.56666666666663,16.5,0.1126,33.013367,summer
NYK ORPHEUS,-,-154.696968,42.520984,15/07/21 00:00:00,221.56666666666663,15.63,0.1296,32.915928,summer
NYK ORPHEUS,-,-159.76656942857144,42.48286314285714,16/07/21 00:00:00,245.56666666666663,15.04,0.1251,33.095913,summer
NYK ORPHEUS,-,-167.60332714285715,41.93981142857143,17/07/21 00:00:00,269.56666666666666,15.92,0.2707,33.709755,summer
NYK ORPHEUS,-,-176.9951571428571,40.55697142857144,18/07/21 00:00:00,293.56666666666666,18.54,0.3846,33.70769,summer
NYK ORPHEUS,-,-187.14262857142856,40.06097142857143,19/07/21 00:00:00,317.56666666666666,19.7,0.2272,33.930336,summer
NYK ORPHEUS,-,-201.42845714285716,40.03048571428571,20/07/21 00:00:00,341.56666666666666,19.7,0.2272,33.930336,summer
NYK ORPHEUS,-,-210.63868571428569,39.71858571428572,21/07/21 00:00:00,365.56666666666666,22.62,0.1342,34.107086,summer
NYK ORPHEUS,TOKYO,139.80903,35.62071,22/07/21 07:01:00,396.5833333333333,27.86,0.5657,14.67,summer
NYK ORPHEUS,TOKYO,139.80903,35.62071,23/07/21 04:46:00,418.3333333333333,27.86,0.5657,14.67,summer
NYK ORPHEUS,KOBE,135.29395,34.6675,24/07/21 07:10:00,444.73333333333335,28.74,18.906,32.48,summer
NYK ORPHEUS,KOBE,135.29395,34.6675,25/07/21 02:01:00,463.5833333333333,28.74,18.906,32.48,summer
NYK ORPHEUS,NAGOYA,136.84288,35.0272,26/07/21 19:42:00,505.26666666666665,27.86,6.8334,32.36,summer
NYK ORPHEUS,TOKYO,139.80903,35.62071,27/07/21 12:20:00,521.9,27.86,0.5657,14.67,summer
NYK ORPHEUS,TOKYO,139.80903,35.62071,28/07/21 05:47:00,539.35,27.86,0.5657,14.67,summer
NYK ORPHEUS,-,139.143894,33.80018385714286,29/07/21 00:00:00,557.5666666666667,27.57,0.0912,34.544033,summer
NYK ORPHEUS,-,136.2800575714286,29.901260285714287,30/07/21 00:00:00,581.5666666666667,29.17,0.0739,34.722046,summer
NYK ORPHEUS,-,131.418148,27.23620942857143,31/07/21 00:00:00,605.5666666666667,28.88,0.0599,34.71388,summer
NYK ORPHEUS,-,124.92191714285714,21.77590057142857,01/08/21 00:00:00,629.5666666666667,29.32,0.0485,34.573692,summer
NYK ORPHEUS,-,120.85714285714286,19.0,02/08/21 00:00:00,653.5666666666667,29.61,0.1491,33.548862,summer
NYK ORPHEUS,-,112.36072671428572,10.306734571428576,03/08/21 00:00:00,677.5666666666667,28.44,0.1777,33.276817,summer
MSC TINA,KORFEZ,29.74765,40.75568,02/07/21 08:43:00,0.0,24.07,40.9148,27.88,summer
MSC TINA,AMBARLI,28.67439,40.9597,03/07/21 00:00:00,15.283333333333331,25.24,1.5112,27.8,summer
MSC TINA,AMBARLI,28.67439,40.9597,04/07/21 23:20:00,62.61666666666667,25.24,1.5112,27.8,summer
MSC TINA,BARBAROS,27.47185,40.89835,05/07/21 03:44:00,67.01666666666667,25.39,0.8322,29.12,summer
MSC TINA,BARBAROS,27.47185,40.89835,06/07/21 00:00:00,87.28333333333333,25.39,0.8322,29.12,summer
MSC TINA,BARBAROS,27.47185,40.89835,07/07/21 00:51:00,112.13333333333334,25.39,0.8322,29.12,summer
MSC TINA,-,24.520041,37.90673,08/07/21 00:00:00,135.28333333333333,24.95,0.144,38.84082,summer
MSC TINA,PIRAEUS,23.62904,37.94056,09/07/21 18:35:00,177.86666666666667,26.41,0.1491,38.57,summer
MSC TINA,PIRAEUS,23.62904,37.94056,10/07/21 14:28:00,197.75,26.41,0.1491,38.57,summer
MSC TINA,-,20.398251,37.883704,11/07/21 00:00:00,207.28333333333333,26.11,0.0945,38.939346,summer
MSC TINA,MARSAXLOKK,14.5469,35.8237,12/07/21 03:15:00,234.53333333333333,26.7,0.0979,37.76,summer
MSC TINA,MARSAXLOKK,14.5469,35.8237,13/07/21 00:00:00,255.28333333333333,26.7,0.0979,37.76,summer
MSC TINA,MARSAXLOKK,14.5469,35.8237,14/07/21 00:59:00,280.26666666666665,26.7,0.0979,37.76,summer
MSC TINA,-,24.5513695,33.725435999999995,15/07/21 00:00:00,303.28333333333336,25.97,0.0793,39.159492,summer
MSC TINA,SUEZ CANAL,32.38447,30.34374,16/07/21 05:56:00,333.21666666666664,30.63,2.9436,38.97,summer
MSC TINA,-,33.75,27.9,17/07/21 00:00:00,351.28333333333336,26.7,0.2272,39.225048,summer
MSC TINA,KING ABDULLAH,39.08914,22.52306,18/07/21 06:38:00,381.9166666666667,30.19,0.4125,39.31,summer
MSC TINA,KING ABDULLAH,39.08914,22.52306,19/07/21 14:53:00,414.1666666666667,30.19,0.4125,39.31,summer
MSC TINA,-,42.65,13.85,20/07/21 00:00:00,423.28333333333336,30.05,0.2118,38.250336,summer
MSC TINA,-,45.0,12.0,21/07/21 00:00:00,447.28333333333336,29.46,0.2904,35.33194,summer
MSC TINA,-,56.6,18.1,22/07/21 00:00:00,471.28333333333336,21.16,1.4591,36.53581,summer
MSC TINA,-,59.0,24.0,23/07/21 00:00:00,495.28333333333336,30.78,2.3025,37.393684,summer
MSC TINA,-,56.5815305,26.411056,24/07/21 00:00:00,519.2833333333333,31.65,0.4747,39.601036,summer
MSC TINA,KHALIFA,54.66774,24.80785,25/07/21 04:11:00,547.4666666666667,33.54,1.6211,39.54,summer
MSC TINA,JEBEL ALI,55.04112,25.02413,26/07/21 03:19:00,570.6,33.54,1.5652,28.84,summer
MSC TINA,JEBEL ALI,55.04112,25.02413,27/07/21 07:05:00,598.3666666666667,33.54,1.5652,28.84,summer
MSC TINA,-,57.3375,25.3125,28/07/21 00:00:00,615.2833333333333,31.65,0.4747,36.490177,summer
MSC TINA,-,62.907107,21.10128075,29/07/21 00:00:00,639.2833333333333,26.55,0.4125,36.993565,summer
MSC TINA,-,66.41926075,17.292801375,30/07/21 00:00:00,663.2833333333333,27.57,0.2437,36.52454,summer
MSC TINA,-,69.4005765,14.2221485,31/07/21 00:00:00,687.2833333333333,27.43,0.1906,36.637077,summer
APL SINGAPURA,MARSAXLOKK,14.5469,35.8237,03/07/21 14:41:00,0.0,26.7,0.0979,37.76,summer
APL SINGAPURA,MARSAXLOKK,14.5469,35.8237,04/07/21 00:00:00,9.316666666666666,26.7,0.0979,37.76,summer
APL SINGAPURA,MARSAXLOKK,14.5469,35.8237,05/07/21 03:30:00,36.81666666666667,26.7,0.0979,37.76,summer
APL SINGAPURA,-,21.855128,34.44888733333333,06/07/21 00:00:00,57.31666666666667,25.97,0.0739,38.957226,summer
APL SINGAPURA,-,28.19195033333333,32.748601666666666,07/07/21 00:00:00,81.31666666666666,26.41,0.0539,39.169346,summer
APL SINGAPURA,SUEZ CANAL,32.38447,30.34374,08/07/21 11:42:00,117.01666666666668,30.63,2.9436,38.97,summer
APL SINGAPURA,-,33.75,27.9,09/07/21 00:00:00,129.31666666666666,26.7,0.2272,39.225048,summer
APL SINGAPURA,JEDDAH,39.14749,21.46219,10/07/21 23:29:00,176.8,29.76,0.2707,39.31,summer
APL SINGAPURA,JEDDAH,39.14749,21.46219,11/07/21 22:06:00,199.41666666666663,29.76,0.2707,39.31,summer
APL SINGAPURA,-,42.43333333333333,14.233333333333333,12/07/21 00:00:00,201.31666666666663,30.63,0.2118,38.250336,summer
APL SINGAPURA,-,44.48833333333334,12.211366666666668,13/07/21 00:00:00,225.31666666666663,29.17,0.2904,37.741596,summer
APL SINGAPURA,-,54.2,16.2,14/07/21 00:00:00,249.31666666666663,26.26,2.3847,35.850193,summer
APL SINGAPURA,-,59.93333333333333,23.133333333333333,15/07/21 00:00:00,273.31666666666666,29.76,0.2524,37.243256,summer
APL SINGAPURA,-,56.875374,26.11474133333333,16/07/21 00:00:00,297.31666666666666,31.8,0.4747,39.601036,summer
APL SINGAPURA,JEBEL ALI,55.04112,25.02413,17/07/21 00:01:00,321.3333333333333,33.54,1.5652,28.84,summer
APL SINGAPURA,JEBEL ALI,55.04112,25.02413,18/07/21 10:31:00,355.8333333333333,33.54,1.5652,28.84,summer
APL SINGAPURA,-,57.057882625000005,25.615264,19/07/21 00:00:00,369.31666666666666,31.94,0.4747,39.601036,summer
APL SINGAPURA,-,61.881982,21.75533075,20/07/21 00:00:00,393.31666666666666,28.15,0.4125,36.102623,summer
APL SINGAPURA,-,65.7684265,18.239494125,21/07/21 00:00:00,417.31666666666666,26.99,0.3983,36.48103,summer
APL SINGAPURA,-,68.1869275,15.1472495,22/07/21 00:00:00,441.31666666666666,27.72,0.1906,36.255863,summer
APL SINGAPURA,-,72.8990625,11.5459375,23/07/21 00:00:00,465.31666666666666,28.44,0.2193,35.770557,summer
APL SINGAPURA,-,80.55,5.825,24/07/21 00:00:00,489.31666666666666,28.15,5.7338,34.039818,summer
APL SINGAPURA,-,90.5,6.4956000000000005,25/07/21 00:00:00,513.3166666666667,29.46,0.1342,33.486465,summer
APL SINGAPURA,PORT KLANG,101.34625,2.99914,26/07/21 01:33:00,538.8666666666667,31.07,4.0368,30.83,summer
APL SINGAPURA,PORT KLANG,101.34625,2.99914,27/07/21 00:00:00,561.3166666666667,31.07,4.0368,30.83,summer
APL SINGAPURA,PORT KLANG,101.34625,2.99914,28/07/21 07:33:00,592.8666666666667,31.07,4.0368,30.83,summer
APL SINGAPURA,-,103.6882294,1.1241312,29/07/21 00:00:00,609.3166666666667,30.34,4.485,32.9926,summer
APL SINGAPURA,-,107.87656,8.527280000000001,30/07/21 00:00:00,633.3166666666667,30.48,0.1777,33.063385,summer
APL SINGAPURA,-,111.8813669,16.5503001,31/07/21 00:00:00,657.3166666666667,31.07,0.1014,33.94642,summer
APL SINGAPURA,-,112.8697,18.856540000000003,01/08/21 00:00:00,681.3166666666667,29.03,0.0881,33.686504,summer
COSCO PISCES,YANGSHAN,122.13446,30.60723,02/07/21 02:23:00,0.0,27.13,4.6452,30.66,summer
COSCO PISCES,-,117.5515135,23.3826185,03/07/21 00:00:00,21.616666666666667,26.84,1.2243,33.00879,summer
COSCO PISCES,YANTIAN,114.26551,22.56608,04/07/21 23:07:00,68.73333333333333,28.15,7.5921,33.03,summer
COSCO PISCES,YANTIAN,114.26551,22.56608,05/07/21 20:14:00,89.85,28.15,7.5921,33.03,summer
COSCO PISCES,-,114.4246675,22.2960785,06/07/21 00:00:00,93.61666666666666,29.32,7.5921,30.36514,summer
COSCO PISCES,-,114.1,21.7,07/07/21 00:00:00,117.61666666666666,30.05,3.7632,30.287718,summer
COSCO PISCES,-,110.9554825,14.289185499999997,08/07/21 00:00:00,141.61666666666667,29.9,0.1296,34.545124,summer
COSCO PISCES,SINGAPORE,103.85457,1.2576,09/07/21 03:47:00,169.4,29.76,2.3847,31.85,summer
COSCO PISCES,SINGAPORE,103.85457,1.2576,10/07/21 00:08:00,189.75,29.76,2.3847,31.85,summer
COSCO PISCES,-,95.0909090909091,6.8090909090909095,11/07/21 00:00:00,213.61666666666667,30.34,0.1657,32.96281,summer
COSCO PISCES,-,81.4090909090909,5.872727272727273,12/07/21 00:00:00,237.61666666666667,28.88,0.3008,34.59004,summer
COSCO PISCES,-,73.21098245454546,7.725527909090908,13/07/21 00:00:00,261.6166666666667,29.17,0.1342,35.418564,summer
COSCO PISCES,-,69.82090663636365,8.63039409090909,14/07/21 00:00:00,285.6166666666667,28.88,0.144,36.238136,summer
COSCO PISCES,-,65.57501981818181,9.720543090909093,15/07/21 00:00:00,309.6166666666667,28.15,0.1657,36.467285,summer
COSCO PISCES,-,62.46794527272728,10.480451818181816,16/07/21 00:00:00,333.6166666666667,26.99,0.184,36.206352,summer
COSCO PISCES,-,56.71937272727273,11.798881818181815,17/07/21 00:00:00,357.6166666666667,25.68,0.4125,35.589455,summer
COSCO PISCES,-,44.86045454545455,12.057645454545453,18/07/21 00:00:00,381.6166666666667,29.03,0.2904,37.26136,summer
COSCO PISCES,-,41.41818181818182,15.945454545454544,19/07/21 00:00:00,405.6166666666667,30.48,0.2118,36.362778,summer
COSCO PISCES,-,34.22727272727273,27.327272727272728,20/07/21 00:00:00,429.6166666666667,28.3,0.0979,39.225048,summer
COSCO PISCES,SUEZ CANAL,32.38447,30.34374,21/07/21 06:59:00,460.6,30.63,2.9436,38.97,summer
COSCO PISCES,-,25.78911225,33.913228875,22/07/21 00:00:00,477.6166666666667,26.41,0.0714,39.29304,summer
COSCO PISCES,-,12.09432825,37.21339,23/07/21 00:00:00,501.6166666666667,25.82,0.1014,37.825363,summer
COSCO PISCES,-,-1.4671746249999986,36.497358,24/07/21 00:00:00,525.6166666666667,23.35,0.1599,36.999947,summer
COSCO PISCES,-,-6.509829999999994,36.13453,25/07/21 00:00:00,549.6166666666667,21.45,0.2524,36.286068,summer
COSCO PISCES,-,-9.1269225,43.71877425,26/07/21 00:00:00,573.6166666666667,18.25,0.2804,35.682487,summer
COSCO PISCES,-,-3.3943230000000018,49.3100845,27/07/21 00:00:00,597.6166666666667,16.5,0.7758,35.963676,summer
COSCO PISCES,-,-0.3565058750000001,50.258449875,28/07/21 00:00:00,621.6166666666667,15.48,0.8322,35.162395,summer
COSCO PISCES,ZEEBRUGGE,3.20283,51.3433,29/07/21 04:31:00,650.1333333333333,19.7,5.3452,33.36,summer
COSCO PISCES,ZEEBRUGGE,3.20283,51.3433,30/07/21 03:55:00,673.5333333333333,19.7,5.3452,33.36,summer
COSCO PISCES,-,6.282378666666666,55.27675333333333,31/07/21 00:00:00,693.6166666666667,16.5,0.7758,33.31191,summer
THALASSA ELPIDA,YANGSHAN,122.13446,30.60723,01/07/20 01:54:00,0.0,27.13,4.6452,30.66,summer
THALASSA ELPIDA,YANGSHAN,122.13446,30.60723,02/07/20 02:04:00,24.166666666666668,27.13,4.6452,30.66,summer
THALASSA ELPIDA,KAOHSIUNG,120.29446,22.56376,03/07/20 11:25:00,57.516666666666666,30.78,0.4747,34.11,summer
THALASSA ELPIDA,KAOHSIUNG,120.29446,22.56376,04/07/20 13:31:00,83.61666666666666,30.78,0.4747,34.11,summer
THALASSA ELPIDA,CHIWAN,113.88427,22.46012,05/07/20 09:16:00,103.36666666666666,31.94,17.6246,32.82,summer
THALASSA ELPIDA,CHIWAN,113.88427,22.46012,06/07/20 07:07:00,125.21666666666668,31.94,17.6246,32.82,summer
THALASSA ELPIDA,-,113.4165,20.1203,07/07/20 00:00:00,142.1,30.19,0.0765,33.77493,summer
THALASSA ELPIDA,-,110.67032166666668,13.59279033333334,08/07/20 00:00:00,166.1,28.59,0.2614,34.23052,summer
THALASSA ELPIDA,SINGAPORE,103.85457,1.2576,09/07/20 19:47:00,209.88333333333333,29.76,2.3847,31.85,summer
THALASSA ELPIDA,SINGAPORE,103.85457,1.2576,10/07/20 09:34:00,223.66666666666663,29.76,2.3847,31.85,summer
THALASSA ELPIDA,-,96.0,6.9,11/07/20 00:00:00,238.1,30.05,0.184,33.32667,summer
THALASSA ELPIDA,-,83.2493,5.999433333333334,12/07/20 00:00:00,262.1,28.74,0.2707,34.14162,summer
THALASSA ELPIDA,COLOMBO,79.83694,6.95639,13/07/20 11:48:00,297.9,28.59,0.7232,33.71,summer
THALASSA ELPIDA,COLOMBO,79.83694,6.95639,14/07/20 01:10:00,311.26666666666665,28.59,0.7232,33.71,summer
THALASSA ELPIDA,-,70.82149025,8.364066124999999,15/07/20 00:00:00,334.1,28.88,0.1296,35.694946,summer
THALASSA ELPIDA,-,68.97652124999999,8.85152875,16/07/20 00:00:00,358.1,28.3,0.1491,36.14118,summer
THALASSA ELPIDA,-,64.451603875,9.995301125,17/07/20 00:00:00,382.1,27.28,0.1657,36.863453,summer
THALASSA ELPIDA,-,59.1445525,11.2575775,18/07/20 00:00:00,406.1,26.7,0.3983,36.22984,summer
THALASSA ELPIDA,-,48.75,12.625,19/07/20 00:00:00,430.1,30.19,1.3602,36.182495,summer
THALASSA ELPIDA,-,41.8,15.325,20/07/20 00:00:00,454.1,30.92,0.2118,37.313614,summer
THALASSA ELPIDA,-,34.40625,27.1125,21/07/20 00:00:00,478.1,28.15,0.0979,39.225048,summer
THALASSA ELPIDA,SUEZ CANAL,32.38447,30.34374,22/07/20 08:07:00,510.2166666666666,30.63,2.9436,38.97,summer
THALASSA ELPIDA,SUEZ CANAL,32.38447,30.34374,23/07/20 08:10:38,534.2772222222222,30.63,2.9436,38.97,summer
THALASSA ELPIDA,-,25.34070675,34.05579525,24/07/20 00:00:00,550.1,26.26,0.0739,39.319035,summer
THALASSA ELPIDA,-,11.9570685,37.249339500000005,25/07/20 00:00:00,574.1,26.11,0.0979,37.825363,summer
THALASSA ELPIDA,-,-2.5042045,36.337815,26/07/20 00:00:00,598.1,22.62,0.1657,36.81807,summer
THALASSA ELPIDA,-,-9.25,36.8,27/07/20 00:00:00,622.1,20.14,0.144,36.160995,summer
THALASSA ELPIDA,-,-7.64096225,46.0866145,28/07/20 00:00:00,646.1,17.96,0.2045,35.739197,summer
THALASSA ELPIDA,-,-1.7996965,49.797319,29/07/20 00:00:00,670.1,16.06,1.5652,35.370968,summer
THALASSA ELPIDA,-,1.4060245,50.836774,30/07/20 00:00:00,694.1,17.23,1.4591,34.719387,summer
MSC VENICE,SUEZ CANAL,32.38447,30.34374,01/07/20 08:56:00,0.0,30.63,2.9436,38.97,summer
MSC VENICE,SUEZ CANAL,32.38447,30.34374,02/07/20 19:03:00,34.11666666666667,30.63,2.9436,38.97,summer
MSC VENICE,-,31.6997988,32.0675318,03/07/20 00:00:00,39.06666666666667,27.43,0.0578,39.07978,summer
MSC VENICE,-,29.6382928,33.9607518,04/07/20 00:00:00,63.06666666666667,26.11,0.0665,39.46336,summer
MSC VENICE,-,28.2507642,35.2350123,05/07/20 00:00:00,87.06666666666666,25.39,0.085,39.342274,summer
MSC VENICE,-,27.0248762,36.5082252,06/07/20 00:00:00,111.06666666666666,23.78,0.1166,39.34068,summer
MSC VENICE,-,26.473059,37.5527395,07/07/20 00:00:00,135.06666666666666,23.35,0.1251,38.84082,summer
MSC VENICE,-,25.8954968,38.6491866,08/07/20 00:00:00,159.06666666666666,22.91,0.1296,39.147736,summer
MSC VENICE,-,25.7118425,39.0088352,09/07/20 00:00:00,183.06666666666663,22.76,0.139,39.147736,summer
MSC VENICE,-,25.8251582,39.2371838,10/07/20 00:00:00,207.06666666666663,22.47,0.144,39.147736,summer
MSC VENICE,-,26.1297808,39.9303557,11/07/20 00:00:00,231.06666666666663,23.78,0.3983,39.147736,summer
MSC VENICE,BARBAROS,27.47185,40.89835,12/07/20 13:01:50,268.09722222222223,25.39,0.8322,29.12,summer
MSC VENICE,BARBAROS,27.47185,40.89835,13/07/20 00:00:00,279.06666666666666,25.39,0.8322,29.12,summer
MSC VENICE,BARBAROS,27.47185,40.89835,14/07/20 04:32:00,307.6,25.39,0.8322,29.12,summer
MSC VENICE,PIRAEUS,23.62904,37.94056,15/07/20 00:00:00,327.06666666666666,26.41,0.1491,38.57,summer
MSC VENICE,PIRAEUS,23.62904,37.94056,16/07/20 08:58:00,360.03333333333336,26.41,0.1491,38.57,summer
MSC VENICE,-,26.724603,36.184552,17/07/20 00:00:00,375.06666666666666,24.22,0.0881,39.34068,summer
MSC VENICE,SUEZ CANAL,32.38447,30.34374,18/07/20 06:25:00,405.48333333333335,30.63,2.9436,38.97,summer
MSC VENICE,-,33.75,27.9,19/07/20 00:00:00,423.06666666666666,26.7,0.2272,39.225048,summer
MSC VENICE,KING ABDULLAH,39.08914,22.52306,20/07/20 00:32:00,447.6,30.19,0.4125,39.31,summer
MSC VENICE,-,42.0,15.0,21/07/20 00:00:00,471.06666666666666,30.78,0.2118,34.599606,summer
MSC VENICE,-,43.465,12.6341,22/07/20 00:00:00,495.06666666666666,30.19,0.2118,36.98599,summer
MSC VENICE,-,49.5581,14.1436,23/07/20 00:00:00,519.0666666666667,27.72,0.4272,36.679104,summer
MSC VENICE,-,59.0,20.0,24/07/20 00:00:00,543.0666666666667,24.66,1.1821,36.200172,summer
MSC VENICE,-,59.0,24.0,25/07/20 00:00:00,567.0666666666667,30.78,2.3025,37.393684,summer
MSC VENICE,-,56.763061,26.422112,26/07/20 00:00:00,591.0666666666667,31.8,0.4747,39.601036,summer
MSC VENICE,JEBEL ALI,55.04112,25.02413,27/07/20 08:40:00,623.7333333333333,33.54,1.5652,28.84,summer
MSC VENICE,JEBEL ALI,55.04112,25.02413,28/07/20 16:46:00,655.8333333333334,33.54,1.5652,28.84,summer
MSC VENICE,-,57.02512466666667,25.704913777777776,29/07/20 00:00:00,663.0666666666667,31.8,0.4747,39.601036,summer
MSC VENICE,-,61.49776444444444,22.000245,30/07/20 00:00:00,687.0666666666667,26.26,0.4125,36.629986,summer
EVER GLORY,YANGSHAN,122.13446,30.60723,06/07/20 22:44:00,0.0,27.13,4.6452,30.66,summer
EVER GLORY,YANGSHAN,122.13446,30.60723,07/07/20 14:59:00,16.25,27.13,4.6452,30.66,summer
EVER GLORY,-,122.654114,29.699272333333333,08/07/20 00:00:00,25.266666666666666,26.99,4.485,29.107317,summer
EVER GLORY,-,120.43333333333334,26.4,09/07/20 00:00:00,49.266666666666666,27.43,5.7338,33.720158,summer
EVER GLORY,TAIPEI,121.38131,25.15107,10/07/20 13:13:00,86.48333333333333,29.61,1.2243,34.21,summer
EVER GLORY,TAIPEI,121.38131,25.15107,11/07/20 14:20:00,111.6,29.61,1.2243,34.21,summer
EVER GLORY,YANTIAN,114.26551,22.56608,12/07/20 19:39:00,140.91666666666666,28.15,7.5921,33.03,summer
EVER GLORY,YANTIAN,114.26551,22.56608,13/07/20 20:56:00,166.2,28.15,7.5921,33.03,summer
EVER GLORY,-,114.4246675,22.2960785,14/07/20 00:00:00,169.26666666666668,29.32,7.5921,30.36514,summer
EVER GLORY,-,114.1,21.7,15/07/20 00:00:00,193.26666666666668,30.05,3.7632,30.287718,summer
EVER GLORY,-,110.9554825,14.289185499999997,16/07/20 00:00:00,217.26666666666668,29.9,0.1296,34.545124,summer
EVER GLORY,TANJUNG PELEPAS,103.54383,1.34848,17/07/20 09:05:00,250.35,31.36,4.181,31.85,summer
EVER GLORY,TANJUNG PELEPAS,103.54383,1.34848,18/07/20 00:23:00,265.65,31.36,4.181,31.85,summer
EVER GLORY,-,94.0,6.7,19/07/20 00:00:00,289.26666666666665,29.9,0.2272,33.409462,summer
EVER GLORY,-,80.1,5.8,20/07/20 00:00:00,313.26666666666665,28.01,1.268,34.43292,summer
EVER GLORY,-,70.84994,8.356493,21/07/20 00:00:00,337.26666666666665,28.88,0.1296,35.694946,summer
EVER GLORY,-,69.3291,8.7613,22/07/20 00:00:00,361.26666666666665,28.74,0.1491,36.22213,summer
EVER GLORY,-,64.698862,9.934828,23/07/20 00:00:00,385.26666666666665,27.43,0.1087,36.495934,summer
EVER GLORY,-,59.894005,11.083455,24/07/20 00:00:00,409.26666666666665,26.84,0.3846,36.194447,summer
EVER GLORY,-,51.0,13.0,25/07/20 00:00:00,433.26666666666665,30.19,0.1974,36.20232,summer
EVER GLORY,-,42.0,15.0,26/07/20 00:00:00,457.26666666666665,30.78,0.2118,34.599606,summer
EVER GLORY,-,34.5,27.0,27/07/20 00:00:00,481.26666666666665,28.44,0.0945,39.225048,summer
EVER GLORY,SUEZ CANAL,32.38447,30.34374,28/07/20 08:10:00,513.4333333333333,30.63,2.9436,38.97,summer
EVER GLORY,SUEZ CANAL,32.38447,30.34374,29/07/20 16:40:16,545.9377777777778,30.63,2.9436,38.97,summer
EVER GLORY,-,24.10095085714286,34.44996342857142,30/07/20 00:00:00,553.2666666666667,25.39,0.085,39.289303,summer
EVER GLORY,-,11.024605,37.49355585714286,31/07/20 00:00:00,577.2666666666667,25.39,0.1087,37.378784,summer
EVER GLORY,-,-3.973602142857138,36.11175357142857,01/08/20 00:00:00,601.2666666666667,23.06,0.1974,36.46247,summer
EVER GLORY,-,-9.245213571428572,43.49087357142857,02/08/20 00:00:00,625.2666666666667,19.41,0.2118,35.69232,summer
EVER GLORY,-,-3.873431571428579,49.16369385714285,03/08/20 00:00:00,649.2666666666667,16.06,0.8322,36.040703,summer
EVER GLORY,-,0.0773489999999935,50.40028685714286,04/08/20 00:00:00,673.2666666666667,17.37,0.8927,34.557487,summer
MP THE BRADY,XIAMEN,118.06454,24.46537,25/07/20 04:58:00,0.0,29.61,6.3703,34.0,summer
MP THE BRADY,-,117.39393821428573,23.27329892857143,26/07/20 00:00:00,19.03333333333333,26.99,2.8421,33.00879,summer
MP THE BRADY,-,116.17142857142856,22.62857142857143,27/07/20 00:00:00,43.03333333333333,28.44,2.3847,30.979914,summer
MP THE BRADY,-,114.30714285714284,21.79285714285714,28/07/20 00:00:00,67.03333333333333,29.9,1.4088,31.964506,summer
MP THE BRADY,-,112.9282857142857,18.991942857142856,29/07/20 00:00:00,91.03333333333332,30.63,0.085,34.009766,summer
MP THE BRADY,-,112.04867242857142,16.958878857142857,30/07/20 00:00:00,115.03333333333332,30.48,0.1087,34.01571,summer
MP THE BRADY,-,112.04618971428572,16.952815428571427,31/07/20 00:00:00,139.03333333333333,30.48,0.1087,34.01571,summer
MP THE BRADY,-,111.9283015,16.6649195,01/08/20 00:00:00,163.03333333333333,28.88,0.139,34.053215,summer
MP THE BRADY,-,111.56654142857144,15.78146085714286,02/08/20 00:00:00,187.03333333333333,29.03,0.1657,33.725296,summer
MP THE BRADY,-,110.46663535714283,13.095365214285716,03/08/20 00:00:00,211.03333333333333,29.17,0.1716,33.92432,summer
MP THE BRADY,-,108.90887142857144,10.23247142857143,04/08/20 00:00:00,235.03333333333333,28.59,0.3227,33.02107,summer
MP THE BRADY,-,107.11795671428573,7.161400857142852,05/08/20 00:00:00,259.03333333333336,29.03,0.3342,33.018085,summer
MP THE BRADY,-,105.29326714285716,3.132108571428571,06/08/20 00:00:00,283.03333333333336,28.3,0.2272,33.213795,summer
MP THE BRADY,-,104.167189,1.255129142857143,07/08/20 00:00:00,307.03333333333336,29.9,2.4699,32.94364,summer
MP THE BRADY,TANJUNG PELEPAS,103.54383,1.34848,08/08/20 04:47:00,335.81666666666666,30.34,2.8421,31.85,summer
MP THE BRADY,SINGAPORE,103.85457,1.2576,09/08/20 22:36:00,377.6333333333333,29.76,2.5581,31.85,summer
MP THE BRADY,-,98.8,5.099999999999999,10/08/20 00:00:00,379.03333333333336,30.92,0.139,32.209717,summer
