Season,Name,death,min,max,mean,multiply,death_prediction,death_prediction_probability
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,True,1.0
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,True,1.0
summer,MAYA,True,0.4669968,0.9921865,0.9546736,-1.6227736354818758,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,True,1.0
winter,VENUS,True,0.91928744,0.99251354,0.98511916,-0.4528256295376073,True,1.0
winter,VENUS,True,0.91928744,0.99251354,0.9848429,-0.4612453804943615,True,1.0
winter,VENUS,True,0.91928744,0.99251354,0.9847953,-0.4626977045722198,True,1.0
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,True,1.0
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,True,1.0
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,True,1.0
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,True,1.0
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,True,1.0
winter,BRADY,True,0.970237,0.9922924,0.984307,-0.4752072193051042,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,True,1.0
winter,ELEONORA,True,0.9812018,0.99257874,0.9906928,-0.2806322724886484,True,1.0
winter,NEVADA,True,0.97210443,0.9925237,0.9866658,-0.4033843657875138,True,1.0
winter,NEVADA,True,0.97210443,0.99253,0.98662204,-0.4047163531401548,True,1.0
winter,ELPIDA,True,0.97126323,0.9925486,0.98795396,-0.3642172917907988,True,1.0
winter,PISCES,True,0.9695483,0.9925325,0.9887584,-0.3397949228936262,True,1.0
winter,PISCES,True,0.97469723,0.9925325,0.98905253,-0.3307246097138139,True,1.0
winter,PISCES,True,0.9695483,0.9925325,0.98826534,-0.3548105128128827,True,1.0
winter,GLORY,True,0.9724636,0.992555,0.98874307,-0.3402228963044721,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,True,1.0
winter,MOSCOW,True,0.96811104,0.9925548,0.98740804,-0.3811303179143807,True,1.0
summer,ELEONORA,True,0.76151365,0.99220693,0.97591496,-0.763863557045405,True,1.0
summer,ELEONORA,True,0.76151365,0.99220693,0.9759486,-0.7629974987328376,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,True,1.0
summer,TINA,True,0.83653414,0.9917535,0.97663975,-0.7236552740221924,True,1.0
summer,ELEONORA,True,0.7740299,0.99220693,0.97686857,-0.7311109478093485,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,True,1.0
summer,JADE,True,0.9885067,0.9919763,0.99098325,-0.271742307653455,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,True,1.0
summer,JADE,True,0.9885067,0.9919763,0.9909847,-0.2716993439881007,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,True,1.0
winter,ELPIDA,True,0.9695093,0.9925486,0.98778355,-0.3694720657839656,True,1.0
winter,ELPIDA,True,0.9695093,0.9925486,0.98767245,-0.3728550593996045,True,1.0
winter,TINA,True,0.9862603,0.9925668,0.9916206,-0.2524740774020053,True,1.0
winter,TINA,True,0.9862603,0.9925595,0.9916123,-0.2527240248920671,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,True,1.0
winter,MAYA,True,0.96778643,0.99257714,0.98754245,-0.3769001953575703,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,True,1.0
winter,MAYA,True,0.96778643,0.992592,0.98764265,-0.3738577945218352,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,True,1.0
