model_name,MCC,AUPRC,F1
RandomForestClassifier,0.6483446314096211,0.5182344157397892,0.5966386554621849
DecisionTreeClassifier,0.6257021087230997,0.45433291117495705,0.580952380952381
XGBClassifier,0.6143648908336194,0.47379938732072596,0.573109243697479
LSTMClassifier,0.6143648908336194,0.4694560031322201,0.573109243697479
best_model,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier
