model_name,MCC,AUPRC,F1
1_day_interval,0.6483446314096211,0.5019642292818928,0.5966386554621849
2_day_interval,0.6257021087230997,0.4978215803826614,0.580952380952381
3_day_interval,0.6257021087230997,0.5132298568570421,0.580952380952381
4_day_interval,0.6143648908336194,0.4948359294908158,0.573109243697479
best_model,1_day_interval,3_day_interval,1_day_interval
