,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc,split0_train_auprc,split1_train_auprc,split2_train_auprc,split3_train_auprc,split4_train_auprc,mean_train_auprc,std_train_auprc
40,0.00400090217590332,1.4145276045028044e-06,0.009000158309936524,0.0010952359907317058,,,2,5,42,"{'class_weight': None, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.5963275430263458,0.441955654871945,0.5963275430263458,0.7298878995640344,0.7696471190734681,0.6268291519124278,0.11580758473328588,29,0.7181713180245278,0.7345924279603023,0.7181713180245278,0.6928911429272496,0.6757560418267304,0.7079164497526675,0.020890113178445194,0.5333333333333333,0.39999999999999997,0.5333333333333333,0.7368421052631577,0.7499999999999999,0.5907017543859648,0.13392711734689686,29,0.696969696969697,0.7164179104477612,0.696969696969697,0.6666666666666667,0.6349206349206349,0.6823889211948914,0.02857830520946717,0.4277824978759558,0.4050552251486831,0.38544321721891817,0.621875,0.70625,0.5092811880487114,0.12985762221200406,21,0.8539364220209343,0.8542424937461481,0.8427661877535921,0.8306662796393585,0.8081635501964539,0.8379549866712974,0.017230738555466987
41,0.004199695587158203,0.00039938055186207873,0.007800865173339844,0.00039973459478760725,,,2,10,42,"{'class_weight': None, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7298878995640344,0.7696471190734681,0.6415624524297926,0.0939791661971415,25,0.7181713180245278,0.6840242802037318,0.7181713180245278,0.6928911429272496,0.6407965659531943,0.6908109250266463,0.02845699976452759,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7368421052631577,0.7499999999999999,0.5964160401002505,0.12604616766960253,27,0.696969696969697,0.6451612903225806,0.696969696969697,0.6666666666666667,0.6031746031746031,0.661788390820649,0.03524566002538341,0.4277824978759558,0.42128899138244935,0.38544321721891817,0.621875,0.7395833333333333,0.5191946079621312,0.13780099515881003,16,0.8266674266063633,0.7706916001107549,0.8098027346110277,0.7979871605778586,0.7443032558378829,0.7898904355487775,0.029193800429407793
42,0.003999471664428711,0.0006339942289470116,0.008602094650268555,0.001743127309932416,,,5,2,42,"{'class_weight': None, 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.5963275430263458,0.5963275430263458,0.5963275430263458,0.6903225806451613,0.7696471190734681,0.6497904657595334,0.07011893040006074,16,0.6842390226216284,0.6842390226216284,0.6842390226216284,0.660252477274804,0.6407965659531943,0.6707532222185767,0.017625364316854776,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.7,0.7499999999999999,0.61,0.09521904571390462,6,0.65625,0.65625,0.65625,0.6363636363636364,0.6031746031746031,0.6416576479076479,0.02072574007805352,0.4673669575963544,0.42169202646687776,0.38544321721891817,0.6373546511627907,0.7188103864734299,0.5261334477836742,0.12934435481761683,7,0.7424246029685243,0.7278246337164779,0.749719683619119,0.6888158110995011,0.7022129514641343,0.7221995365735513,0.02328944066662321
43,0.004200363159179687,0.00039844789704913307,0.00820002555847168,0.001165796948699053,,,5,5,42,"{'class_weight': None, 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.5963275430263458,0.5963275430263458,0.5963275430263458,0.6903225806451613,0.7696471190734681,0.6497904657595334,0.07011893040006074,16,0.6842390226216284,0.6842390226216284,0.6842390226216284,0.660252477274804,0.6407965659531943,0.6707532222185767,0.017625364316854776,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.7,0.7499999999999999,0.61,0.09521904571390462,6,0.65625,0.65625,0.65625,0.6363636363636364,0.6031746031746031,0.6416576479076479,0.02072574007805352,0.4673669575963544,0.42169202646687776,0.38544321721891817,0.6373546511627907,0.7188103864734299,0.5261334477836742,0.12934435481761683,7,0.7424246029685243,0.7278246337164779,0.749719683619119,0.6888158110995011,0.7022129514641343,0.7221995365735513,0.02328944066662321
44,0.0041999340057373045,0.00039890118489406323,0.007199907302856445,0.00039975891643181206,,,5,10,42,"{'class_weight': None, 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.5963275430263458,0.5963275430263458,0.5963275430263458,0.6903225806451613,0.7696471190734681,0.6497904657595334,0.07011893040006074,16,0.6842390226216284,0.6842390226216284,0.6842390226216284,0.660252477274804,0.6407965659531943,0.6707532222185767,0.017625364316854776,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.7,0.7499999999999999,0.61,0.09521904571390462,6,0.65625,0.65625,0.65625,0.6363636363636364,0.6031746031746031,0.6416576479076479,0.02072574007805352,0.4673669575963544,0.42169202646687776,0.38544321721891817,0.6373546511627907,0.7188103864734299,0.5261334477836742,0.12934435481761683,7,0.7424246029685243,0.7278246337164779,0.749719683619119,0.6888158110995011,0.7022129514641343,0.7221995365735513,0.02328944066662321
45,0.0032001495361328124,0.0004002585591691522,0.007799816131591797,0.00039980560460900336,,3,1,2,42,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7765163665331186,0.7696471190734681,0.6508881458236094,0.10405455293211967,6,0.7011941779410535,0.7011941779410535,0.7011941779410535,0.6405714885708309,0.6405714885708309,0.6769451021929644,0.029698931158458227,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7777777777777777,0.7499999999999999,0.6046031746031746,0.13584964937783095,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5901639344262295,0.5901639344262295,0.6360655737704917,0.03747853158356774,0.4484275636569604,0.29572890116114414,0.38544321721891817,0.621875,0.6130399214659685,0.47290292070059825,0.12764790278699015,56,0.5872790503938045,0.5543458831404303,0.5660616705698673,0.5278039118632102,0.48824758168586135,0.5447476195306347,0.03416044950897072
46,0.0030010223388671877,2.2987310015094664e-06,0.00800008773803711,0.0006330892695745483,,3,1,5,42,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7765163665331186,0.7696471190734681,0.6508881458236094,0.10405455293211967,6,0.7011941779410535,0.7011941779410535,0.7011941779410535,0.6405714885708309,0.6405714885708309,0.6769451021929644,0.029698931158458227,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7777777777777777,0.7499999999999999,0.6046031746031746,0.13584964937783095,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5901639344262295,0.5901639344262295,0.6360655737704917,0.03747853158356774,0.4484275636569604,0.29572890116114414,0.38544321721891817,0.621875,0.6130399214659685,0.47290292070059825,0.12764790278699015,56,0.5872790503938045,0.5543458831404303,0.5660616705698673,0.5278039118632102,0.4873642980367919,0.5445709628008208,0.0344532054371684
47,0.0031995773315429688,0.0004007827235699989,0.008199834823608398,0.0007485461729823224,,3,1,10,42,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7765163665331186,0.7696471190734681,0.6508881458236094,0.10405455293211967,6,0.7011941779410535,0.7011941779410535,0.6842390226216284,0.6405714885708309,0.6407965659531943,0.6735990866055521,0.027579028130617682,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7777777777777777,0.7499999999999999,0.6046031746031746,0.13584964937783095,15,0.6666666666666666,0.6666666666666666,0.65625,0.5901639344262295,0.6031746031746031,0.6365843741868332,0.03306870274735755,0.4484275636569604,0.29572890116114414,0.38544321721891817,0.621875,0.6130399214659685,0.47290292070059825,0.12764790278699015,56,0.5872790503938045,0.5515731991141828,0.5561190547572585,0.5278039118632102,0.4803875538507454,0.5406325539958402,0.03557937365692033
48,0.0030000686645507814,1.9156751085854214e-06,0.007599735260009765,0.0004879561474460916,,3,2,2,42,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7765163665331186,0.7696471190734681,0.6508881458236094,0.10405455293211967,6,0.6842390226216284,0.6840242802037318,0.6842390226216284,0.6405714885708309,0.6405714885708309,0.6667290605177301,0.021357712003215075,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7777777777777777,0.7499999999999999,0.6046031746031746,0.13584964937783095,15,0.65625,0.6451612903225806,0.65625,0.5901639344262295,0.5901639344262295,0.627597831835008,0.03083167820789701,0.4484275636569604,0.38544321721891817,0.38544321721891817,0.621875,0.6130399214659685,0.490845783912153,0.10594222034843158,52,0.5823555276170597,0.5518269751082252,0.5604480590862628,0.5278039118632102,0.48824758168586135,0.5421364110721238,0.03211301071585114
49,0.003199005126953125,0.00040118930569644086,0.007800531387329101,0.0003989771016700403,,3,2,5,42,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.5963275430263458,0.515622157458769,0.5963275430263458,0.7765163665331186,0.7696471190734681,0.6508881458236094,0.10405455293211967,6,0.6842390226216284,0.6840242802037318,0.6842390226216284,0.6405714885708309,0.6405714885708309,0.6667290605177301,0.021357712003215075,0.5333333333333333,0.42857142857142855,0.5333333333333333,0.7777777777777777,0.7499999999999999,0.6046031746031746,0.13584964937783095,15,0.65625,0.6451612903225806,0.65625,0.5901639344262295,0.5901639344262295,0.627597831835008,0.03083167820789701,0.4484275636569604,0.38544321721891817,0.38544321721891817,0.621875,0.6130399214659685,0.490845783912153,0.10594222034843158,52,0.5823555276170597,0.5518269751082252,0.5604480590862628,0.5278039118632102,0.4873642980367919,0.54195975434231,0.03241002833048556
