classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,164,0.6521686791151319,0.6960344215011806,0.6085201620683003,0.6196896807483491,0.5257206287606517,0.575032679738562
DecisionTreeClassifier,50,0.6332185840551642,0.510797042536366,0.5845755693581781,0.6022047170999334,0.44953303383373433,0.5479055258467023
