Season,Name,death_prediction,death_prediction_probability
summer,CONTROL,False,0.4956351757068895
summer,BRADY,False,0.4956368458196217
summer,GLOBE,False,0.4956368809255353
summer,NEVADA,False,0.49564032292867294
summer,CHARLESTON,False,0.4956410778073789
summer,SINGAPURA,False,0.49564176300186863
summer,TINA,False,0.4956420396689845
summer,VENUS,False,0.4956422504262596
summer,INGY,False,0.49564268293931685
summer,JADE,False,0.49564294390009306
summer,ELOANE,False,0.4956431480420393
summer,ELEONORA,False,0.49564387990919184
summer,MAYA,False,0.4956441205910674
summer,ORPHEUS,False,0.49564420324894193
winter,BRADY,False,0.49564422678817327
summer,VENICE,False,0.49564432500358696
winter,CONTROL,False,0.49564435381885386
summer,LEANNE,False,0.49564435937898194
summer,ELPIDA,False,0.4956445115587611
summer,GLORY,False,0.49564454957326726
summer,MOSCOW,False,0.49564461275040045
summer,FORSTER,False,0.49564466023471265
summer,PISCES,False,0.49564483488498995
winter,GLOBE,False,0.4956448613328049
summer,ANNA,False,0.4956449517965083
winter,ORPHEUS,False,0.4956450526905268
winter,VENUS,False,0.4956451242822601
winter,NEVADA,False,0.4956451740393266
summer,TOKYO,False,0.49564518364441573
winter,PISCES,False,0.4956452012311983
winter,ELPIDA,False,0.49564526657285995
winter,FORSTER,False,0.49564528102107835
winter,GLORY,False,0.495645297315909
winter,SINGAPURA,False,0.4956453128396268
winter,TOKYO,False,0.4956453223770743
winter,TINA,False,0.495645325623865
winter,MOSCOW,False,0.4956453455780993
winter,VENICE,False,0.4956453840660969
winter,ELEONORA,False,0.495645388895698
winter,INGY,False,0.49564538995090485
winter,ANNA,False,0.49564540995925244
winter,MAYA,False,0.49564541255668504
winter,ELOANE,False,0.49564550196518314
