min_temp,max_temp,Δtemp,min_sal,max_sal,Δsal,days_passed
28,28,0,35,35,0,26
28,28,0,35,35,0,25
28,28,0,35,35,0,24
28,28,0,35,35,0,23
28,28,0,35,35,0,22
28,28,0,35,35,0,21
28,28,0,35,35,0,20
28,28,0,35,35,0,19
28,28,0,35,35,0,18
28,28,0,35,35,0,17
28,28,0,35,35,0,16
28,28,0,35,35,0,15
28,28,0,35,35,0,14
28,28,0,35,35,0,13
28,28,0,35,35,0,12
28,28,0,35,35,0,11
28,28,0,35,35,0,10
28,28,0,35,35,0,9
28,28,0,35,35,0,8
28,28,0,35,35,0,7
28,28,0,35,35,0,6
28,28,0,35,35,0,5
28,28,0,35,35,0,4
28,28,0,35,35,0,33
28,28,0,35,35,0,32
28,28,0,35,35,0,31
28,28,0,35,35,0,30
28,28,0,35,35,0,29
28,28,0,35,35,0,28
28,28,0,35,35,0,27
28,28,0,35,35,0,26
28,28,0,35,35,0,25
28,28,0,35,35,0,24
28,28,0,35,35,0,23
28,28,0,35,35,0,22
28,28,0,35,35,0,21
28,28,0,35,35,0,20
28,28,0,35,35,0,19
28,28,0,35,35,0,18
28,28,0,35,35,0,17
28,28,0,35,35,0,16
28,28,0,35,35,0,15
28,28,0,35,35,0,14
28,28,0,35,35,0,13
28,28,0,35,35,0,12
28,28,0,35,35,0,11
28,28,0,35,35,0,10
28,28,0,35,35,0,9
28,28,0,35,35,0,8
28,28,0,35,35,0,7
28,28,0,35,35,0,6
28,28,0,35,35,0,5
28,28,0,35,35,0,4
35,35,0,29,29,0,29
34,34,0,28,28,0,28
34,34,0,40,40,0,27
32,32,0,37,37,0,26
32,32,0,37,37,0,25
20,20,0,36,36,0,24
29,29,0,35,35,0,23
29,29,0,40,40,0,22
29,29,0,39,39,0,21
29,29,0,37,37,0,20
27,27,0,39,39,0,19
30,30,0,39,39,0,18
26,26,0,39,39,0,17
27,27,0,38,38,0,16
27,27,0,38,38,0,15
27,27,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,39,39,0,12
26,26,0,37,37,0,11
25,25,0,35,35,0,10
26,26,0,30,30,0,9
25,25,0,30,30,0,8
25,25,0,30,30,0,7
25,25,0,28,28,0,6
25,25,0,28,28,0,5
24,24,0,28,28,0,4
27,27,0,38,38,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
31,31,0,36,36,0,30
35,35,0,29,29,0,29
34,34,0,28,28,0,28
34,34,0,40,40,0,27
32,32,0,37,37,0,26
32,32,0,37,37,0,25
20,20,0,36,36,0,24
29,29,0,35,35,0,23
29,29,0,40,40,0,22
29,29,0,39,39,0,21
29,29,0,37,37,0,20
27,27,0,39,39,0,19
30,30,0,39,39,0,18
26,26,0,39,39,0,17
27,27,0,38,38,0,16
27,27,0,38,38,0,15
27,27,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,39,39,0,12
26,26,0,37,37,0,11
25,25,0,35,35,0,10
26,26,0,30,30,0,9
25,25,0,30,30,0,8
25,25,0,30,30,0,7
25,25,0,28,28,0,6
25,25,0,28,28,0,5
24,24,0,28,28,0,4
27,27,0,38,38,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
31,31,0,36,36,0,30
35,35,0,29,29,0,29
34,34,0,28,28,0,28
34,34,0,40,40,0,27
32,32,0,37,37,0,26
32,32,0,37,37,0,25
20,20,0,36,36,0,24
29,29,0,35,35,0,23
29,29,0,40,40,0,22
29,29,0,39,39,0,21
29,29,0,37,37,0,20
27,27,0,39,39,0,19
30,30,0,39,39,0,18
26,26,0,39,39,0,17
27,27,0,38,38,0,16
27,27,0,38,38,0,15
27,27,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,39,39,0,12
26,26,0,37,37,0,11
25,25,0,35,35,0,10
26,26,0,30,30,0,9
25,25,0,30,30,0,8
25,25,0,30,30,0,7
25,25,0,28,28,0,6
25,25,0,28,28,0,5
24,24,0,28,28,0,4
22,22,0,2,2,0,20
18,18,0,36,36,0,19
17,17,0,35,35,0,18
16,16,0,37,37,0,17
16,16,0,36,36,0,16
17,17,0,36,36,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
23,23,0,36,36,0,11
25,25,0,40,40,0,10
26,26,0,40,40,0,9
25,25,0,39,39,0,8
26,26,0,40,40,0,7
30,30,0,39,39,0,6
32,32,0,39,39,0,5
27,27,0,39,39,0,4
22,22,0,2,2,0,20
18,18,0,36,36,0,19
17,17,0,35,35,0,18
16,16,0,37,37,0,17
16,16,0,36,36,0,16
17,17,0,36,36,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
23,23,0,36,36,0,11
25,25,0,40,40,0,10
26,26,0,40,40,0,9
25,25,0,39,39,0,8
26,26,0,40,40,0,7
30,30,0,39,39,0,6
32,32,0,39,39,0,5
27,27,0,39,39,0,4
22,22,0,2,2,0,20
18,18,0,36,36,0,19
17,17,0,35,35,0,18
16,16,0,37,37,0,17
16,16,0,36,36,0,16
17,17,0,36,36,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
23,23,0,36,36,0,11
25,25,0,40,40,0,10
26,26,0,40,40,0,9
25,25,0,39,39,0,8
26,26,0,40,40,0,7
30,30,0,39,39,0,6
32,32,0,39,39,0,5
27,27,0,39,39,0,4
22,22,0,2,2,0,19
21,21,0,32,32,0,18
21,21,0,33,33,0,17
21,21,0,34,34,0,16
17,17,0,35,35,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
20,20,0,36,36,0,11
20,20,0,40,40,0,10
24,24,0,40,40,0,9
25,25,0,38,38,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
27,27,0,39,39,0,5
27,27,0,39,39,0,4
22,22,0,2,2,0,19
21,21,0,32,32,0,18
21,21,0,33,33,0,17
21,21,0,34,34,0,16
17,17,0,35,35,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
20,20,0,36,36,0,11
20,20,0,40,40,0,10
24,24,0,40,40,0,9
25,25,0,38,38,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
27,27,0,39,39,0,5
27,27,0,39,39,0,4
22,22,0,2,2,0,19
21,21,0,32,32,0,18
21,21,0,33,33,0,17
21,21,0,34,34,0,16
17,17,0,35,35,0,15
18,18,0,36,36,0,14
18,18,0,36,36,0,13
21,21,0,37,37,0,12
20,20,0,36,36,0,11
20,20,0,40,40,0,10
24,24,0,40,40,0,9
25,25,0,38,38,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
27,27,0,39,39,0,5
27,27,0,39,39,0,4
27,27,0,38,38,0,33
29,29,0,37,37,0,32
31,31,0,37,37,0,31
31,31,0,39,39,0,30
35,35,0,40,40,0,29
29,29,0,39,39,0,28
31,31,0,39,39,0,27
32,32,0,38,38,0,26
27,27,0,39,39,0,25
26,26,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,38,38,0,22
26,26,0,40,40,0,21
26,26,0,38,38,0,20
26,26,0,40,40,0,19
25,25,0,38,38,0,18
25,25,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,37,37,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
28,28,0,37,37,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,40,40,0,7
27,27,0,39,39,0,6
32,32,0,39,39,0,5
30,30,0,39,39,0,4
27,27,0,38,38,0,33
29,29,0,37,37,0,32
31,31,0,37,37,0,31
31,31,0,39,39,0,30
35,35,0,40,40,0,29
29,29,0,39,39,0,28
31,31,0,39,39,0,27
32,32,0,38,38,0,26
27,27,0,39,39,0,25
26,26,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,38,38,0,22
26,26,0,40,40,0,21
26,26,0,38,38,0,20
26,26,0,40,40,0,19
25,25,0,38,38,0,18
25,25,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,37,37,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
28,28,0,37,37,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,40,40,0,7
27,27,0,39,39,0,6
32,32,0,39,39,0,5
30,30,0,39,39,0,4
27,27,0,38,38,0,33
29,29,0,37,37,0,32
31,31,0,37,37,0,31
31,31,0,39,39,0,30
35,35,0,40,40,0,29
29,29,0,39,39,0,28
31,31,0,39,39,0,27
32,32,0,38,38,0,26
27,27,0,39,39,0,25
26,26,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,38,38,0,22
26,26,0,40,40,0,21
26,26,0,38,38,0,20
26,26,0,40,40,0,19
25,25,0,38,38,0,18
25,25,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,37,37,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
28,28,0,37,37,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,40,40,0,7
27,27,0,39,39,0,6
32,32,0,39,39,0,5
30,30,0,39,39,0,4
34,34,0,13,13,0,28
28,28,0,32,32,0,27
29,29,0,31,31,0,26
29,29,0,29,29,0,25
29,29,0,33,33,0,24
26,26,0,35,35,0,23
29,29,0,36,36,0,22
29,29,0,37,37,0,21
29,29,0,35,35,0,20
30,30,0,34,34,0,19
30,30,0,33,33,0,18
29,29,0,32,32,0,17
30,30,0,32,32,0,16
30,30,0,33,33,0,15
29,29,0,34,34,0,14
29,29,0,35,35,0,13
28,28,0,36,36,0,12
28,28,0,36,36,0,11
26,26,0,36,36,0,10
27,27,0,36,36,0,9
26,26,0,37,37,0,8
30,30,0,37,37,0,7
30,30,0,38,38,0,6
27,27,0,39,39,0,5
30,30,0,39,39,0,4
34,34,0,13,13,0,28
28,28,0,32,32,0,27
29,29,0,31,31,0,26
29,29,0,29,29,0,25
29,29,0,33,33,0,24
26,26,0,35,35,0,23
29,29,0,36,36,0,22
29,29,0,37,37,0,21
29,29,0,35,35,0,20
30,30,0,34,34,0,19
30,30,0,33,33,0,18
29,29,0,32,32,0,17
30,30,0,32,32,0,16
30,30,0,33,33,0,15
29,29,0,34,34,0,14
29,29,0,35,35,0,13
28,28,0,36,36,0,12
28,28,0,36,36,0,11
26,26,0,36,36,0,10
27,27,0,36,36,0,9
26,26,0,37,37,0,8
30,30,0,37,37,0,7
30,30,0,38,38,0,6
27,27,0,39,39,0,5
30,30,0,39,39,0,4
34,34,0,13,13,0,28
28,28,0,32,32,0,27
29,29,0,31,31,0,26
29,29,0,29,29,0,25
29,29,0,33,33,0,24
26,26,0,35,35,0,23
29,29,0,36,36,0,22
29,29,0,37,37,0,21
29,29,0,35,35,0,20
30,30,0,34,34,0,19
30,30,0,33,33,0,18
29,29,0,32,32,0,17
30,30,0,32,32,0,16
30,30,0,33,33,0,15
29,29,0,34,34,0,14
29,29,0,35,35,0,13
28,28,0,36,36,0,12
28,28,0,36,36,0,11
26,26,0,36,36,0,10
27,27,0,36,36,0,9
26,26,0,37,37,0,8
30,30,0,37,37,0,7
30,30,0,38,38,0,6
27,27,0,39,39,0,5
30,30,0,39,39,0,4
29,29,0,38,38,0,29
31,31,0,38,38,0,28
31,31,0,39,39,0,27
26,26,0,39,39,0,26
32,32,0,39,39,0,25
32,32,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,39,39,0,22
26,26,0,40,40,0,21
26,26,0,37,37,0,20
26,26,0,40,40,0,19
26,26,0,38,38,0,18
26,26,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,38,38,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
26,26,0,38,38,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
32,32,0,40,40,0,5
30,30,0,39,39,0,4
27,27,0,38,38,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
25,25,0,36,36,0,30
29,29,0,38,38,0,29
31,31,0,38,38,0,28
31,31,0,39,39,0,27
26,26,0,39,39,0,26
32,32,0,39,39,0,25
32,32,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,39,39,0,22
26,26,0,40,40,0,21
26,26,0,37,37,0,20
26,26,0,40,40,0,19
26,26,0,38,38,0,18
26,26,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,38,38,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
26,26,0,38,38,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
32,32,0,40,40,0,5
30,30,0,39,39,0,4
27,27,0,37,37,0,31
25,25,0,36,36,0,30
29,29,0,38,38,0,29
31,31,0,38,38,0,28
31,31,0,39,39,0,27
26,26,0,39,39,0,26
32,32,0,39,39,0,25
32,32,0,39,39,0,24
26,26,0,39,39,0,23
26,26,0,39,39,0,22
26,26,0,40,40,0,21
26,26,0,37,37,0,20
26,26,0,40,40,0,19
26,26,0,38,38,0,18
26,26,0,38,38,0,17
26,26,0,38,38,0,16
26,26,0,38,38,0,15
26,26,0,38,38,0,14
26,26,0,37,37,0,13
26,26,0,38,38,0,12
26,26,0,38,38,0,11
25,25,0,38,38,0,10
26,26,0,40,40,0,9
27,27,0,39,39,0,8
27,27,0,39,39,0,7
27,27,0,39,39,0,6
32,32,0,40,40,0,5
30,30,0,39,39,0,4
27,27,0,37,37,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
27,27,0,37,37,0,30
27,27,0,37,37,0,29
27,27,0,37,37,0,28
27,27,0,37,37,0,27
27,27,0,37,37,0,26
27,27,0,37,37,0,25
27,27,0,37,37,0,24
27,27,0,37,37,0,23
27,27,0,37,37,0,22
27,27,0,37,37,0,21
27,27,0,37,37,0,20
27,27,0,37,37,0,19
27,27,0,37,37,0,18
27,27,0,37,37,0,17
27,27,0,37,37,0,16
27,27,0,37,37,0,15
27,27,0,37,37,0,14
27,27,0,37,37,0,13
27,27,0,37,37,0,12
27,27,0,37,37,0,11
27,27,0,37,37,0,10
27,27,0,37,37,0,9
27,27,0,37,37,0,8
27,27,0,37,37,0,7
27,27,0,37,37,0,6
27,27,0,37,37,0,5
27,27,0,37,37,0,4
27,27,0,37,37,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
27,27,0,37,37,0,30
27,27,0,37,37,0,29
27,27,0,37,37,0,28
27,27,0,37,37,0,27
27,27,0,37,37,0,26
27,27,0,37,37,0,25
27,27,0,37,37,0,24
27,27,0,37,37,0,23
27,27,0,37,37,0,22
27,27,0,37,37,0,21
27,27,0,37,37,0,20
27,27,0,37,37,0,19
27,27,0,37,37,0,18
27,27,0,37,37,0,17
27,27,0,37,37,0,16
27,27,0,37,37,0,15
27,27,0,37,37,0,14
27,27,0,37,37,0,13
27,27,0,37,37,0,12
27,27,0,37,37,0,11
27,27,0,37,37,0,10
27,27,0,37,37,0,9
27,27,0,37,37,0,8
27,27,0,37,37,0,7
27,27,0,37,37,0,6
27,27,0,37,37,0,5
27,27,0,37,37,0,4
27,27,0,37,37,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
27,27,0,37,37,0,30
27,27,0,37,37,0,29
27,27,0,37,37,0,28
27,27,0,37,37,0,27
27,27,0,37,37,0,26
27,27,0,37,37,0,25
27,27,0,37,37,0,24
27,27,0,37,37,0,23
27,27,0,37,37,0,22
27,27,0,37,37,0,21
27,27,0,37,37,0,20
27,27,0,37,37,0,19
27,27,0,37,37,0,18
27,27,0,37,37,0,17
27,27,0,37,37,0,16
27,27,0,37,37,0,15
27,27,0,37,37,0,14
27,27,0,37,37,0,13
27,27,0,37,37,0,12
27,27,0,37,37,0,11
27,27,0,37,37,0,10
27,27,0,37,37,0,9
27,27,0,37,37,0,8
27,27,0,37,37,0,7
27,27,0,37,37,0,6
27,27,0,37,37,0,5
27,27,0,37,37,0,4
27,27,0,37,37,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
27,27,0,37,37,0,30
27,27,0,37,37,0,29
27,27,0,37,37,0,28
27,27,0,37,37,0,27
27,27,0,37,37,0,26
27,27,0,37,37,0,25
27,27,0,37,37,0,24
27,27,0,37,37,0,23
27,27,0,37,37,0,22
27,27,0,37,37,0,21
27,27,0,37,37,0,20
27,27,0,37,37,0,19
27,27,0,37,37,0,18
27,27,0,37,37,0,17
27,27,0,37,37,0,16
27,27,0,37,37,0,15
27,27,0,37,37,0,14
27,27,0,37,37,0,13
27,27,0,37,37,0,12
27,27,0,37,37,0,11
27,27,0,37,37,0,10
27,27,0,37,37,0,9
27,27,0,37,37,0,8
27,27,0,37,37,0,7
27,27,0,37,37,0,6
27,27,0,37,37,0,5
27,27,0,37,37,0,4
27,27,0,37,37,0,33
27,27,0,37,37,0,32
27,27,0,37,37,0,31
27,27,0,37,37,0,30
27,27,0,37,37,0,29
27,27,0,37,37,0,28
27,27,0,37,37,0,27
27,27,0,37,37,0,26
27,27,0,37,37,0,25
27,27,0,37,37,0,24
27,27,0,37,37,0,23
27,27,0,37,37,0,22
27,27,0,37,37,0,21
27,27,0,37,37,0,20
27,27,0,37,37,0,19
27,27,0,37,37,0,18
27,27,0,37,37,0,17
27,27,0,37,37,0,16
27,27,0,37,37,0,15
27,27,0,37,37,0,14
27,27,0,37,37,0,13
27,27,0,37,37,0,12
27,27,0,37,37,0,11
27,27,0,37,37,0,10
27,27,0,37,37,0,9
27,27,0,37,37,0,8
27,27,0,37,37,0,7
27,27,0,37,37,0,6
27,27,0,37,37,0,5
27,27,0,37,37,0,4
27,27,0,36,36,0,15
29,29,0,38,38,0,14
31,31,0,40,40,0,13
30,30,0,40,40,0,12
30,30,0,39,39,0,11
26,26,0,39,39,0,10
32,32,0,38,38,0,9
27,27,0,38,38,0,8
25,25,0,39,39,0,7
27,27,0,36,36,0,6
27,27,0,38,38,0,5
27,27,0,38,38,0,4
27,27,0,36,36,0,15
29,29,0,38,38,0,14
31,31,0,40,40,0,13
30,30,0,40,40,0,12
30,30,0,39,39,0,11
26,26,0,39,39,0,10
32,32,0,38,38,0,9
27,27,0,38,38,0,8
25,25,0,39,39,0,7
27,27,0,36,36,0,6
27,27,0,38,38,0,5
27,27,0,38,38,0,4
29,29,0,36,36,0,21
31,31,0,35,35,0,20
34,34,0,29,29,0,19
34,34,0,31,31,0,18
32,32,0,36,36,0,17
32,32,0,36,36,0,16
27,27,0,36,36,0,15
29,29,0,38,38,0,14
31,31,0,40,40,0,13
30,30,0,40,40,0,12
30,30,0,39,39,0,11
26,26,0,39,39,0,10
32,32,0,38,38,0,9
27,27,0,38,38,0,8
25,25,0,39,39,0,7
27,27,0,36,36,0,6
27,27,0,38,38,0,5
27,27,0,38,38,0,4
29,29,0,37,37,0,22
29,29,0,37,37,0,21
29,29,0,37,37,0,20
27,27,0,36,36,0,19
27,27,0,36,36,0,18
29,29,0,36,36,0,17
29,29,0,36,36,0,16
29,29,0,35,35,0,15
29,29,0,35,35,0,14
30,30,0,33,33,0,13
30,30,0,32,32,0,12
30,30,0,34,34,0,11
30,30,0,34,34,0,10
31,31,0,30,30,0,9
29,29,0,30,30,0,8
28,28,0,33,33,0,7
28,28,0,33,33,0,6
27,27,0,34,34,0,5
27,27,0,32,32,0,4
17,17,0,33,33,0,33
17,17,0,33,33,0,32
20,20,0,32,32,0,31
13,13,0,35,35,0,30
16,16,0,36,36,0,29
18,18,0,35,35,0,28
20,20,0,39,39,0,27
20,20,0,38,38,0,26
26,26,0,39,39,0,25
25,25,0,39,39,0,24
31,31,0,39,39,0,23
29,29,0,37,37,0,22
29,29,0,37,37,0,21
29,29,0,37,37,0,20
27,27,0,36,36,0,19
27,27,0,36,36,0,18
29,29,0,36,36,0,17
29,29,0,36,36,0,16
29,29,0,35,35,0,15
29,29,0,35,35,0,14
30,30,0,33,33,0,13
30,30,0,32,32,0,12
30,30,0,34,34,0,11
30,30,0,34,34,0,10
31,31,0,30,30,0,9
29,29,0,30,30,0,8
28,28,0,33,33,0,7
28,28,0,33,33,0,6
27,27,0,34,34,0,5
27,27,0,32,32,0,4
17,17,0,33,33,0,33
17,17,0,33,33,0,32
20,20,0,32,32,0,31
13,13,0,35,35,0,30
16,16,0,36,36,0,29
18,18,0,35,35,0,28
20,20,0,39,39,0,27
20,20,0,38,38,0,26
26,26,0,39,39,0,25
25,25,0,39,39,0,24
31,31,0,39,39,0,23
29,29,0,37,37,0,22
29,29,0,37,37,0,21
29,29,0,37,37,0,20
27,27,0,36,36,0,19
27,27,0,36,36,0,18
29,29,0,36,36,0,17
29,29,0,36,36,0,16
29,29,0,35,35,0,15
29,29,0,35,35,0,14
30,30,0,33,33,0,13
30,30,0,32,32,0,12
30,30,0,34,34,0,11
30,30,0,34,34,0,10
31,31,0,30,30,0,9
29,29,0,30,30,0,8
28,28,0,33,33,0,7
28,28,0,33,33,0,6
27,27,0,34,34,0,5
27,27,0,32,32,0,4
17,17,0,36,36,0,33
17,17,0,36,36,0,32
20,20,0,36,36,0,31
23,23,0,39,39,0,30
23,23,0,36,36,0,29
26,26,0,39,39,0,28
31,31,0,39,39,0,27
31,31,0,39,39,0,26
28,28,0,39,39,0,25
31,31,0,35,35,0,24
31,31,0,36,36,0,23
27,27,0,36,36,0,22
27,27,0,36,36,0,21
29,29,0,36,36,0,20
29,29,0,36,36,0,19
28,28,0,35,35,0,18
32,32,0,32,32,0,17
32,32,0,32,32,0,16
31,31,0,32,32,0,15
30,30,0,33,33,0,14
30,30,0,30,30,0,13
29,29,0,31,31,0,12
29,29,0,33,33,0,11
27,27,0,33,33,0,10
31,31,0,32,32,0,9
30,30,0,33,33,0,8
27,27,0,34,34,0,7
27,27,0,29,29,0,6
27,27,0,31,31,0,5
27,27,0,33,33,0,4
31,31,0,39,39,0,26
28,28,0,39,39,0,25
31,31,0,35,35,0,24
31,31,0,36,36,0,23
27,27,0,36,36,0,22
27,27,0,36,36,0,21
29,29,0,36,36,0,20
29,29,0,36,36,0,19
28,28,0,35,35,0,18
32,32,0,32,32,0,17
32,32,0,32,32,0,16
31,31,0,32,32,0,15
30,30,0,33,33,0,14
30,30,0,30,30,0,13
29,29,0,31,31,0,12
29,29,0,33,33,0,11
27,27,0,33,33,0,10
31,31,0,32,32,0,9
30,30,0,33,33,0,8
27,27,0,34,34,0,7
27,27,0,29,29,0,6
27,27,0,31,31,0,5
27,27,0,33,33,0,4
17,17,0,36,36,0,33
17,17,0,36,36,0,32
20,20,0,36,36,0,31
23,23,0,39,39,0,30
23,23,0,36,36,0,29
26,26,0,39,39,0,28
31,31,0,39,39,0,27
31,31,0,39,39,0,26
28,28,0,39,39,0,25
31,31,0,35,35,0,24
31,31,0,36,36,0,23
27,27,0,36,36,0,22
27,27,0,36,36,0,21
29,29,0,36,36,0,20
29,29,0,36,36,0,19
28,28,0,35,35,0,18
32,32,0,32,32,0,17
32,32,0,32,32,0,16
31,31,0,32,32,0,15
30,30,0,33,33,0,14
30,30,0,30,30,0,13
29,29,0,31,31,0,12
29,29,0,33,33,0,11
27,27,0,33,33,0,10
31,31,0,32,32,0,9
30,30,0,33,33,0,8
27,27,0,34,34,0,7
27,27,0,29,29,0,6
27,27,0,31,31,0,5
27,27,0,33,33,0,4
14,14,0,36,36,0,33
12,12,0,36,36,0,32
11,11,0,36,36,0,31
13,13,0,35,35,0,30
12,12,0,35,35,0,29
13,13,0,35,35,0,28
15,15,0,35,35,0,27
20,20,0,35,35,0,26
20,20,0,35,35,0,25
25,25,0,35,35,0,24
25,25,0,35,35,0,23
25,25,0,35,35,0,22
25,25,0,35,35,0,21
24,24,0,35,35,0,20
27,27,0,35,35,0,19
27,27,0,36,36,0,18
29,29,0,39,39,0,17
29,29,0,39,39,0,16
31,31,0,40,40,0,15
30,30,0,38,38,0,14
31,31,0,40,40,0,13
27,27,0,39,39,0,12
31,31,0,39,39,0,11
26,26,0,39,39,0,10
27,27,0,39,39,0,9
27,27,0,38,38,0,8
25,25,0,38,38,0,7
26,26,0,36,36,0,6
26,26,0,38,38,0,5
27,27,0,40,40,0,4
27,27,0,35,35,0,19
27,27,0,36,36,0,18
29,29,0,39,39,0,17
29,29,0,39,39,0,16
31,31,0,40,40,0,15
30,30,0,38,38,0,14
31,31,0,40,40,0,13
27,27,0,39,39,0,12
31,31,0,39,39,0,11
26,26,0,39,39,0,10
27,27,0,39,39,0,9
27,27,0,38,38,0,8
25,25,0,38,38,0,7
26,26,0,36,36,0,6
26,26,0,38,38,0,5
27,27,0,40,40,0,4
14,14,0,36,36,0,33
12,12,0,36,36,0,32
11,11,0,36,36,0,31
13,13,0,35,35,0,30
12,12,0,35,35,0,29
13,13,0,35,35,0,28
15,15,0,35,35,0,27
20,20,0,35,35,0,26
20,20,0,35,35,0,25
25,25,0,35,35,0,24
25,25,0,35,35,0,23
25,25,0,35,35,0,22
25,25,0,35,35,0,21
24,24,0,35,35,0,20
27,27,0,35,35,0,19
27,27,0,36,36,0,18
29,29,0,39,39,0,17
29,29,0,39,39,0,16
31,31,0,40,40,0,15
30,30,0,38,38,0,14
31,31,0,40,40,0,13
27,27,0,39,39,0,12
31,31,0,39,39,0,11
26,26,0,39,39,0,10
27,27,0,39,39,0,9
27,27,0,38,38,0,8
25,25,0,38,38,0,7
26,26,0,36,36,0,6
26,26,0,38,38,0,5
27,27,0,40,40,0,4
32,32,0,32,32,0,32
31,31,0,34,34,0,31
29,29,0,34,34,0,30
27,27,0,35,35,0,29
29,29,0,35,35,0,28
27,27,0,35,35,0,27
29,29,0,33,33,0,26
28,28,0,33,33,0,25
29,29,0,33,33,0,24
29,29,0,36,36,0,23
29,29,0,36,36,0,22
29,29,0,37,37,0,21
29,29,0,36,36,0,20
28,28,0,36,36,0,19
28,28,0,36,36,0,18
29,29,0,34,34,0,17
29,29,0,34,34,0,16
28,28,0,35,35,0,15
30,30,0,33,33,0,14
30,30,0,34,34,0,13
30,30,0,32,32,0,12
31,31,0,33,33,0,11
31,31,0,34,34,0,10
31,31,0,32,32,0,9
30,30,0,30,30,0,8
31,31,0,33,33,0,7
31,31,0,33,33,0,6
31,31,0,30,30,0,5
28,28,0,39,39,0,4
30,30,0,32,32,0,33
32,32,0,32,32,0,32
31,31,0,34,34,0,31
29,29,0,34,34,0,30
27,27,0,35,35,0,29
29,29,0,35,35,0,28
27,27,0,35,35,0,27
29,29,0,33,33,0,26
28,28,0,33,33,0,25
29,29,0,33,33,0,24
29,29,0,36,36,0,23
29,29,0,36,36,0,22
29,29,0,37,37,0,21
29,29,0,36,36,0,20
28,28,0,36,36,0,19
28,28,0,36,36,0,18
29,29,0,34,34,0,17
29,29,0,34,34,0,16
28,28,0,35,35,0,15
30,30,0,33,33,0,14
30,30,0,34,34,0,13
30,30,0,32,32,0,12
31,31,0,33,33,0,11
31,31,0,34,34,0,10
31,31,0,32,32,0,9
30,30,0,30,30,0,8
31,31,0,33,33,0,7
31,31,0,33,33,0,6
31,31,0,30,30,0,5
28,28,0,39,39,0,4
29,29,0,37,37,0,21
29,29,0,36,36,0,20
28,28,0,36,36,0,19
28,28,0,36,36,0,18
29,29,0,34,34,0,17
29,29,0,34,34,0,16
28,28,0,35,35,0,15
30,30,0,33,33,0,14
30,30,0,34,34,0,13
30,30,0,32,32,0,12
31,31,0,33,33,0,11
31,31,0,34,34,0,10
31,31,0,32,32,0,9
30,30,0,30,30,0,8
31,31,0,33,33,0,7
31,31,0,33,33,0,6
31,31,0,30,30,0,5
28,28,0,39,39,0,4
27,27,0,39,39,0,17
27,27,0,39,39,0,16
27,27,0,39,39,0,15
