Season,Name,death,min,max,mean,multiply,min_death,max_death,mean_death,multiply_death,death_prediction,death_prediction_probability
winter,CONTROL,False,0.9924225,0.9924225,0.9924224,-0.2281900150916011,0.007577500000000015,0.007577500000000015,0.007577599999999962,1.2281900150916012,False,0.30676153091713765
winter,CONTROL,True,0.9924225,0.9924225,0.9924224,-0.2281900150916011,0.007577500000000015,0.007577500000000015,0.007577599999999962,1.2281900150916012,False,0.30676153091713765
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.30781301252024446
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,0.011734299999999975,0.007393399999999994,0.007721960000000028,1.2325671827475964,False,0.30799024045705997
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,0.011734299999999975,0.007393399999999994,0.007721960000000028,1.2325671827475964,False,0.30799024045705997
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.3128710159712713
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.3128710159712713
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.3128710159712713
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.3128710159712713
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.3128710159712713
winter,TINA,True,0.9862603,0.9925668,0.9916206,-0.2524740774020053,0.013739700000000021,0.007433200000000029,0.008379400000000037,1.2524740774020053,False,0.313624472528503
winter,TINA,True,0.9862603,0.9925595,0.9916123,-0.2527240248920671,0.013739700000000021,0.007440499999999961,0.008387699999999998,1.252724024892067,False,0.3136959995991601
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,0.010444299999999962,0.0074632999999999505,0.008685770000000037,1.2617210750659773,False,0.31627109535169445
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,0.010444299999999962,0.0074632999999999505,0.008685770000000037,1.2617210750659773,False,0.31627109535169445
summer,TOKYO,False,0.9895557,0.9925111,0.99126947,-0.2630744044502164,0.010444299999999962,0.0074889000000000205,0.008730530000000014,1.2630744044502165,False,0.31665885610973954
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,0.02435799999999999,0.007422449999999969,0.008942800000000029,1.2696833721405147,False,0.31850152464278614
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,0.02435799999999999,0.007422449999999969,0.008942800000000029,1.2696833721405147,False,0.31850152464278614
summer,JADE,False,0.9885067,0.9919763,0.9910296,-0.2703374799519576,0.01149330000000004,0.008023699999999967,0.008970400000000045,1.2703374799519576,False,0.31874156604844495
summer,JADE,True,0.9885067,0.9919763,0.9909847,-0.2716993439881007,0.01149330000000004,0.008023699999999967,0.009015299999999948,1.2716993439881006,False,0.31913228887389294
summer,JADE,True,0.9885067,0.9919763,0.99098325,-0.271742307653455,0.01149330000000004,0.008023699999999967,0.009016750000000018,1.2717423076534549,False,0.31914491141947726
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.32001393612487516
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.32001393612487516
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.32001393612487516
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.32001393612487516
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.32001393612487516
winter,ELEONORA,True,0.9812018,0.99257874,0.9906928,-0.2806322724886484,0.018798199999999987,0.007421259999999985,0.00930719999999996,1.2806322724886483,False,0.32167902686275784
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.32426513427579395
summer,ELOANE,True,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.32426513427579395
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.32426513427579395
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,0.018798199999999987,0.007421259999999985,0.009697850000000008,1.2925118637839847,False,0.3251049095929407
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,0.018798199999999987,0.007421259999999985,0.009697850000000008,1.2925118637839847,False,0.3251049095929407
winter,TOKYO,False,0.9836642,0.99256235,0.9901087,-0.2983564334071722,0.01633580000000001,0.007437649999999962,0.009891300000000047,1.2983564334071722,False,0.3268086864552814
winter,TOKYO,False,0.9811559,0.99256235,0.9898056,-0.3075857973002919,0.01884410000000003,0.007437649999999962,0.010194400000000048,1.307585797300292,False,0.329487645031033
winter,TOKYO,False,0.97841066,0.99256235,0.9894427,-0.3186558249649416,0.021589340000000012,0.007437649999999962,0.010557299999999992,1.3186558249649416,False,0.33270996218801574
