model_name,MCC,AUPRC,F1
RandomForestClassifier,0.6257021087230997,0.5148464275207996,0.580952380952381
DecisionTreeClassifier,0.6143648908336194,0.4421204398828361,0.573109243697479
XGBClassifier,0.6257021087230997,0.4783133046114213,0.580952380952381
VotingClassifier,0.6257021087230997,0.49782158038266144,0.580952380952381
best_model,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier
