classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,47,0.20699849785662158,0.13827844667972053,0.20403296125939402,0.18349833942449814,0.12188583626647567,0.19292438876211046
