model_name,MCC,AUPRC,F1
1_day_interval,0.6143648908336194,0.466257905475644,0.573109243697479
2_day_interval,0.6143648908336194,0.4505232778556289,0.573109243697479
3_day_interval,0.6143648908336194,0.4694560031322201,0.573109243697479
4_day_interval,0.6143648908336194,0.4409558600559107,0.573109243697479
best_model,1_day_interval,3_day_interval,1_day_interval
