model_name,MCC,AUPRC,F1
RandomForestClassifier,0.6370074135201407,0.49871555963791403,0.5887955182072828
DecisionTreeClassifier,0.6143648908336194,0.44342884877905775,0.573109243697479
XGBClassifier,0.6143648908336194,0.490805936723414,0.573109243697479
VotingClassifier,0.6143648908336194,0.49483592949081584,0.573109243697479
best_model,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier
