model_name,MCC,AUPRC,F1
1_day_interval,0.6143648908336194,0.4692716143075805,0.573109243697479
2_day_interval,0.6257021087230997,0.5002872997077394,0.580952380952381
3_day_interval,0.6143648908336194,0.4737993873207259,0.573109243697479
4_day_interval,0.6014112565458059,0.4793001801063544,0.5569327731092437
best_model,2_day_interval,2_day_interval,2_day_interval
