,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc,split0_train_auprc,split1_train_auprc,split2_train_auprc,split3_train_auprc,split4_train_auprc,mean_train_auprc,std_train_auprc
10,balanced,5,5,2,0,"{'class_weight': 'balanced', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 0}",0.1464169096334136,0.29490383430693734,0.24877456811988852,0.1360222826163985,0.1731910428256288,0.19986172750045333,0.061755350771648315,22,0.2723010918717662,0.2733407243396738,0.3576953609445313,0.2910891097406622,0.3020142681683551,0.29928811101299774,0.03126540732684696,0.13043478260869565,0.23076923076923078,0.21818181818181817,0.12195121951219512,0.15625,0.17151741021438793,0.04486876101784536,22,0.19121447028423771,0.2082018927444795,0.29955947136563876,0.2222222222222222,0.2471042471042471,0.23366046074416508,0.03769363098399608,0.5156165641540564,0.6186232753396932,0.4655033324658361,0.2802084170230866,0.39888277393987914,0.45576687258451026,0.11336274886229016,7,0.5974771280503175,0.5391933942238283,0.5665894519846446,0.5894357079701907,0.5473611120804867,0.5680113588618936,0.022742752189482355
11,balanced,5,5,10,0,"{'class_weight': 'balanced', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 0}",0.1464169096334136,0.29490383430693734,0.24877456811988852,0.1360222826163985,0.1731910428256288,0.19986172750045333,0.061755350771648315,22,0.2723010918717662,0.2733407243396738,0.3576953609445313,0.2910891097406622,0.3020142681683551,0.29928811101299774,0.03126540732684696,0.13043478260869565,0.23076923076923078,0.21818181818181817,0.12195121951219512,0.15625,0.17151741021438793,0.04486876101784536,22,0.19121447028423771,0.2082018927444795,0.29955947136563876,0.2222222222222222,0.2471042471042471,0.23366046074416508,0.03769363098399608,0.5156165641540564,0.6186232753396932,0.4655033324658361,0.2802084170230866,0.39888277393987914,0.45576687258451026,0.11336274886229016,7,0.5974771280503175,0.5391933942238283,0.5665894519846446,0.5894357079701907,0.5473611120804867,0.5680113588618936,0.022742752189482355
12,,3,1,2,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 0}",0.7340646971002934,0.7340646971002934,0.6278669185981051,0.4429030024106458,0.7028238418387674,0.6483446314096211,0.10980841802043513,1,0.6392462923973489,0.6392462923973489,0.6679084334186761,0.7026062831514298,0.6498982542088506,0.6597811111147308,0.0238372697595117,0.7058823529411765,0.7058823529411765,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.5966386554621849,0.14052582270129432,1,0.5862068965517241,0.5862068965517241,0.6229508196721312,0.6666666666666666,0.6,0.6124062558884492,0.030272456285172507,0.5573877196788891,0.5575904677846425,0.4163256162601346,0.21913875598086124,0.5713089979074634,0.46435031152239814,0.13507399821996643,6,0.5025134178384468,0.5031418969785164,0.4955027859966787,0.5561624063150096,0.4964953689703743,0.5107631752198051,0.02290712700157227
13,,3,1,10,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.5573877196788891,0.5575610829848118,0.41624280373991673,0.2190930787589499,0.5088240639767357,0.45182174982786066,0.12728137344295282,17,0.48328498999376235,0.4856107986215995,0.4788119288119288,0.5363107508111741,0.491573922429837,0.4951184781336604,0.021003324334587525
14,,3,2,2,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 0}",0.7340646971002934,0.7340646971002934,0.6278669185981051,0.4429030024106458,0.589611228406161,0.6257021087230997,0.10789592432718541,2,0.6392462923973489,0.6392462923973489,0.6679084334186761,0.7026062831514298,0.6318517905529382,0.6561718183835483,0.026299499098891954,0.7058823529411765,0.7058823529411765,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.580952380952381,0.13614252261363843,3,0.5862068965517241,0.5862068965517241,0.6229508196721312,0.6666666666666666,0.5901639344262295,0.610439042773695,0.03131633468129097,0.5573877196788891,0.5575904677846425,0.4162428037399167,0.21913875598086124,0.5088240639767357,0.45183676223220903,0.12726955284796654,16,0.5025134178384468,0.5031418969785164,0.49445308637509194,0.5561624063150096,0.491573922429837,0.5095689459873803,0.023724873303687177
15,,3,2,10,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.5573877196788891,0.5575610829848118,0.41624280373991673,0.2190930787589499,0.5088240639767357,0.45182174982786066,0.12728137344295282,17,0.48328498999376235,0.4856107986215995,0.4788119288119288,0.5363107508111741,0.491573922429837,0.4951184781336604,0.021003324334587525
16,,3,5,2,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.55792337338472,0.5575610829848118,0.44298187540736844,0.2190930787589499,0.4516812068338786,0.4458481234739458,0.12369376500729673,19,0.4862422426196544,0.4873918096402,0.4936164237369057,0.5363107508111741,0.4865613911015162,0.49802452358189003,0.019331563291142256
17,,3,5,10,0,"{'class_weight': None, 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.55792337338472,0.5575610829848118,0.44298187540736844,0.2190930787589499,0.4516812068338786,0.4458481234739458,0.12369376500729673,19,0.4862422426196544,0.4873918096402,0.4936164237369057,0.5363107508111741,0.4865613911015162,0.49802452358189003,0.019331563291142256
18,,5,1,2,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 0}",0.7340646971002934,0.6773786076528916,0.6278669185981051,0.35763697604248496,0.7028238418387674,0.6199542082465086,0.13569014907622196,3,0.6579773435226565,0.6579773435226565,0.6679084334186761,0.719357819344429,0.6498982542088506,0.6706238388034537,0.02502715256809827,0.7058823529411765,0.6666666666666666,0.5714285714285714,0.3076923076923077,0.6666666666666666,0.5836673130790777,0.1449319093614827,2,0.6101694915254238,0.6101694915254238,0.6229508196721312,0.6875,0.6,0.6261579605445957,0.03152342855760102,0.5695494026476886,0.5050680944250788,0.4421283903433571,0.15877849595253496,0.5918123631930398,0.4534673493123398,0.15636311275579579,10,0.5795617620995568,0.5605844804756271,0.5581576153878293,0.6140535011167028,0.5811805072013445,0.5787075732562121,0.020034604650564447
19,,5,1,10,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6315365175472727,0.6278669185981051,0.35763697604248496,0.589611228406161,0.5609133935128027,0.10294115880097697,12,0.5795827594452987,0.6264962588264628,0.6187421768701943,0.673062845572196,0.6318517905529382,0.625947166253418,0.02985506127651835,0.5333333333333333,0.631578947368421,0.5714285714285714,0.3076923076923077,0.5882352941176471,0.5264536907880562,0.11383751419036403,12,0.509090909090909,0.6031746031746031,0.59375,0.6567164179104478,0.5901639344262295,0.5905791729204379,0.047293432413988694,0.5695494026476886,0.5819255735894504,0.4405080367148271,0.15861344537815125,0.5259287967915206,0.4553050510243276,0.15640786589687733,9,0.5516480534241763,0.5370404716461882,0.5364900086148333,0.5917948477544657,0.5713125577374232,0.5576571878354173,0.021265263275422268
20,,5,2,2,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 0}",0.7340646971002934,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.6143648908336194,0.09848147020283204,4,0.6392462923973489,0.6584181904173706,0.6679084334186761,0.7026062831514298,0.6318517905529382,0.6600061979875527,0.024913364633986693,0.7058823529411765,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.573109243697479,0.1296964141234584,4,0.5862068965517241,0.6229508196721312,0.6229508196721312,0.6666666666666666,0.5901639344262295,0.6177878273977765,0.028992718267629607,0.5695494026476886,0.582448824676761,0.4405080367148271,0.22544516261920164,0.5259287967915206,0.4687760446899998,0.1314170507209792,2,0.5811089060655642,0.5581292004127495,0.5572240618624423,0.6116346880457157,0.573607875174789,0.5763409463122522,0.01986441181296592
21,,5,2,10,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6315365175472727,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5779665987864349,0.0694773377936054,11,0.5795827594452987,0.6264962588264628,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6224163913660716,0.024667396586732008,0.5333333333333333,0.631578947368421,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5315818959162613,0.10402147420172146,11,0.509090909090909,0.6031746031746031,0.59375,0.6363636363636364,0.5901639344262295,0.5865086166110756,0.04200613888958882,0.5695494026476886,0.5819255735894504,0.4405080367148271,0.22495971747047788,0.5259287967915206,0.46857430544279294,0.13150650237695174,4,0.5516480534241763,0.5370404716461882,0.5364900086148333,0.5825722915143131,0.5713125577374232,0.5558126765873868,0.018435989632922263
22,,5,5,2,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.5255534685908175,0.5839621559200218,0.46092711584358365,0.22528011204481793,0.46878593964866344,0.45290175840958086,0.12213388248740634,13,0.5657624758092201,0.546378568271441,0.5682866831828775,0.5831765921710447,0.5663000264091023,0.565980869168737,0.011708197344694768
23,,5,5,10,0,"{'class_weight': None, 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 0}",0.5979153269699897,0.6773786076528916,0.6278669185981051,0.4429030024106458,0.589611228406161,0.5871350168075586,0.07839415054735285,5,0.5795827594452987,0.6032463185720012,0.6187421768701943,0.6554089711354643,0.6318517905529382,0.6177664033151793,0.025632544547523894,0.5333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5882352941176471,0.5385994397759104,0.11144917303950733,5,0.509090909090909,0.5666666666666667,0.59375,0.6363636363636364,0.5901639344262295,0.5792070293094882,0.0416460334387427,0.5255534685908175,0.5839621559200218,0.46092711584358365,0.22528011204481793,0.46878593964866344,0.45290175840958086,0.12213388248740634,13,0.5657624758092201,0.546378568271441,0.5682866831828775,0.5831765921710447,0.5663000264091023,0.565980869168737,0.011708197344694768
