mean_train_mcc,mean_train_f1,mean_train_auprc,mean_test_mcc,mean_test_f1,mean_test_auprc,split0_train_mcc,split0_train_f1,split0_train_auprc,split0_test_mcc,split0_test_f1,split0_test_auprc,split1_train_mcc,split1_train_f1,split1_train_auprc,split1_test_mcc,split1_test_f1,split1_test_auprc,split2_train_mcc,split2_train_f1,split2_train_auprc,split2_test_mcc,split2_test_f1,split2_test_auprc,split3_train_mcc,split3_train_f1,split3_train_auprc,split3_test_mcc,split3_test_f1,split3_test_auprc,split4_train_mcc,split4_train_f1,split4_train_auprc,split4_test_mcc,split4_test_f1,split4_test_auprc
0.6597811111147308,0.6124062558884492,0.5930734471716316,0.6483446314096211,0.5966386554621849,0.5019642292818928,0.6392462923973489,0.5862068965517241,0.5802547730990395,0.7340646971002934,0.7058823529411765,0.5700461243509097,0.6392462923973489,0.5862068965517241,0.5670321873471996,0.7340646971002934,0.7058823529411765,0.6095124026367602,0.6679084334186761,0.6229508196721312,0.6118434418696682,0.6278669185981051,0.5714285714285714,0.4433178223698587,0.7026062831514298,0.6666666666666666,0.6215880180555512,0.4429030024106458,0.3333333333333333,0.2506027114944186,0.6498982542088506,0.6,0.584648815486699,0.7028238418387674,0.6666666666666666,0.6363420855575164
