classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,19,0.16297462003685137,0.10866382623668687,0.15157147484117756,0.1374190128262667,0.08949996524139409,0.13841361862928103
DecisionTreeClassifier,24,0.14131270125089124,0.10430674445740902,0.1351694890145397,0.09765643388614385,0.11425278424204295,0.11162459031438413
