Season,Name,Replicate,death,min,max,mean,log_multiply,death_prediction,death_prediction_probability
winter,CONTROL,a,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,b,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,b,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,a,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,e,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,f,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,c,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,d,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,a,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
winter,CONTROL,b,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,d,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,a,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,e,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,d,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,c,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,b,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,b,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,a,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,e,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,c,False,0.9962632369716202,0.9997167138810198,0.9966085846625604,-0.1019315543055375,False,0.0
summer,CONTROL,b,False,0.9791065948334008,0.9947007369716202,0.9931413227577982,-0.2068048360836654,False,0.045353736715346524
summer,CONTROL,a,False,0.9791065948334008,0.9947007369716202,0.9931413227577982,-0.2068048360836654,False,0.045353736715346524
summer,CONTROL,c,False,0.9791065948334008,0.9947007369716202,0.9931413227577982,-0.2068048360836654,False,0.045353736715346524
summer,TOKYO,b,False,0.9901911345254452,0.9981542138810198,0.9923002155327912,-0.232004191834334,False,0.05625150711725015
winter,VENUS,b,True,0.96844229518422,1.0,0.9916062256451684,-0.2533800983934846,False,0.14549578003117128
winter,TOKYO,c,False,0.96844229518422,0.9981542138810198,0.9865355399956564,-0.4079728022687903,False,0.14666666666666667
winter,VENICE,b,False,0.9836734693877552,0.9985163204747776,0.9904159015269544,-0.2891461522149445,False,0.14666666666666667
winter,VENICE,a,False,0.9836734693877552,0.9985163204747776,0.9904159015269544,-0.2891461522149445,False,0.14666666666666667
winter,TOKYO,a,False,0.96844229518422,0.9981542138810198,0.9864460545370436,-0.4106802908452058,False,0.14666666666666667
winter,VENUS,a,True,0.96844229518422,1.0,0.9915167401865552,-0.2560875869699001,False,0.14666666666666667
winter,VENUS,c,True,0.96844229518422,1.0,0.9915167401865552,-0.2560875869699001,False,0.14666666666666667
winter,TOKYO,b,False,0.96844229518422,0.9981542138810198,0.9864460545370436,-0.4106802908452058,False,0.14666666666666667
summer,SINGAPURA,c,False,0.9322280957290694,0.9947007369716202,0.9862958921890336,-0.4176123280751338,False,0.14666666666666667
summer,PISCES,a,False,0.9355894402668848,0.9947007369716202,0.9855971688500323,-0.4396785571283892,False,0.14666666666666667
summer,PISCES,c,False,0.9355894402668848,0.9947007369716202,0.9855971688500323,-0.4396785571283892,False,0.14666666666666667
winter,ELOANE,b,False,0.9355894402668848,0.9962632369716202,0.987123481040245,-0.3908088210347021,False,0.14666666666666667
winter,ELOANE,a,False,0.9355894402668848,0.9962632369716202,0.987123481040245,-0.3908088210347021,False,0.14666666666666667
summer,MOSCOW,a,False,0.9355894402668848,0.9928756982838344,0.9866112214943278,-0.4075665893066272,False,0.14666666666666667
summer,TOKYO,a,False,0.97052062204192,0.9962632369716202,0.9895368563488812,-0.3162295999265497,False,0.14666666666666667
summer,TOKYO,c,False,0.97052062204192,0.9962632369716202,0.9895368563488812,-0.3162295999265497,False,0.14666666666666667
summer,MOSCOW,c,False,0.9355894402668848,0.9928756982838344,0.9866112214943278,-0.4075665893066272,False,0.14666666666666667
summer,MOSCOW,b,False,0.9355894402668848,0.9928756982838344,0.9866112214943278,-0.4075665893066272,False,0.14666666666666667
summer,PISCES,b,False,0.9355894402668848,0.9947007369716202,0.9855971688500323,-0.4396785571283892,False,0.14666666666666667
summer,ELPIDA,a,False,0.9355894402668848,0.9928756982838344,0.9866112214943276,-0.4075665893066273,False,0.14666666666666667
summer,ELPIDA,b,False,0.9355894402668848,0.9962632369716202,0.9856492521833656,-0.438108965371757,False,0.14666666666666667
summer,ELPIDA,c,False,0.9355894402668848,0.9962632369716202,0.9866346539919744,-0.4068680393179785,False,0.14666666666666667
summer,CHARLESTON,b,False,0.9165418212192656,0.9962632369716202,0.9855212242800448,-0.4427351874000232,False,0.15873864606261856
summer,CHARLESTON,a,True,0.9165418212192656,0.9962632369716202,0.9855212242800448,-0.4427351874000232,False,0.15873864606261856
winter,MOSCOW,c,False,0.9355894402668848,0.9928756982838344,0.985191218437679,-0.4505726151822435,False,0.1896921007811201
winter,MOSCOW,a,False,0.9355894402668848,0.9928756982838344,0.985191218437679,-0.4505726151822435,False,0.1896921007811201
summer,BRADY,b,False,0.9165418212192656,0.9947007369716202,0.985246905292796,-0.4521867333504139,False,0.19606696445030966
summer,BRADY,c,False,0.9165418212192656,0.9947007369716202,0.985246905292796,-0.4521867333504139,False,0.19606696445030966
summer,BRADY,a,False,0.9165418212192656,0.9947007369716202,0.985246905292796,-0.4521867333504139,False,0.19606696445030966
winter,MOSCOW,b,True,0.9355894402668848,0.9928756982838344,0.985101732979066,-0.4532801037586591,False,0.3013961924103167
winter,PISCES,b,True,0.9541940914296752,0.9901911345254452,0.984416546281746,-0.4734386133310364,False,0.3996513601330268
summer,CHARLESTON,c,False,0.9165418212192656,0.9962632369716202,0.984535822471436,-0.4747238257921715,False,0.400839780778365
summer,JADE,c,True,0.9165418212192656,0.9962632369716202,0.984424861000862,-0.4770659074349486,False,0.4030054757599445
summer,JADE,a,True,0.9165418212192656,0.9962632369716202,0.984424861000862,-0.4770659074349486,False,0.4030054757599445
summer,ELOANE,c,False,0.9165418212192656,0.9928756982838344,0.9840509257460404,-0.4882349251579378,False,0.4133333333333333
summer,JADE,b,False,0.9165418212192656,0.9962632369716202,0.983895408909948,-0.4939004726088897,False,0.4133333333333333
summer,ELOANE,a,False,0.9165418212192656,0.9928756982838344,0.9840509257460404,-0.4882349251579378,False,0.4133333333333333
winter,BRADY,a,True,0.9355894402668848,0.9947007369716202,0.9838758537869058,-0.4914177417033858,False,0.4133333333333333
summer,ELOANE,b,True,0.9165418212192656,0.9928756982838344,0.9840509257460404,-0.4882349251579378,False,0.4133333333333333
winter,TINA,a,True,0.9355894402668848,0.9904859170299944,0.9837397911461784,-0.4949583589859943,False,0.48
winter,ELEONORA,c,True,0.9165418212192656,0.9962632369716202,0.9838446566120644,-0.494710998413748,False,0.48
winter,GLORY,b,False,0.9355894402668848,0.9928756982838344,0.9836065794878802,-0.4993824595867535,False,0.48
winter,BRADY,c,True,0.9355894402668848,0.9947007369716202,0.9835752136238276,-0.5005056124730807,True,0.5333333333333333
winter,SINGAPURA,a,False,0.9165418212192656,0.9928756982838344,0.9831939711127644,-0.5164619396070838,True,0.5333333333333333
winter,SINGAPURA,b,False,0.9165418212192656,0.9928756982838344,0.9831939711127644,-0.5164619396070838,True,0.5333333333333333
winter,SINGAPURA,c,False,0.9165418212192656,0.9928756982838344,0.9831939711127644,-0.5164619396070838,True,0.5333333333333333
winter,TINA,b,True,0.9355894402668848,0.9904859170299944,0.9833071492218128,-0.5081093320741457,True,0.5333333333333333
winter,BRADY,b,True,0.9355894402668848,0.9947007369716202,0.9835752136238276,-0.5005056124730807,True,0.5333333333333333
winter,PISCES,c,True,0.940237166979092,0.9901911345254452,0.9827514140302008,-0.5252044542595138,True,0.5345226331105289
winter,GLORY,a,False,0.9355894402668848,0.9928756982838344,0.9822632358448196,-0.5414533399461939,True,0.5367330721998672
winter,ELEONORA,b,False,0.9165418212192656,0.9947007369716202,0.982045238546992,-0.5513791141883583,True,0.5380833382919484
winter,ELEONORA,a,False,0.9165418212192656,0.9947007369716202,0.982045238546992,-0.5513791141883583,True,0.5380833382919484
winter,ELPIDA,c,True,0.9355894402668848,0.9901911345254452,0.9817697717428424,-0.5553818868111418,True,0.5719611942000443
winter,ELPIDA,b,False,0.9355894402668848,0.9901911345254452,0.9817697717428424,-0.5553818868111418,True,0.5719611942000443
winter,ELPIDA,a,True,0.9355894402668848,0.9901911345254452,0.9817697717428424,-0.5553818868111418,True,0.5719611942000443
summer,GLORY,b,False,0.8109742329326899,0.9947007369716202,0.981754221912515,-0.5720168193187912,True,0.5845708157857853
winter,PISCES,a,True,0.940237166979092,0.9901911345254452,0.9810862817786556,-0.5769702951879913,True,0.5883256525556965
summer,SINGAPURA,b,False,0.8976430976430978,0.9947007369716202,0.9800524527755692,-0.6123547206102395,True,0.6151477760838953
