classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,216,0.21418521085014683,0.18859244090246163,0.20509019765723235,0.19363513777266533,0.17692903639664695,0.19273138626079805
DecisionTreeClassifier,0,0.21418521085014683,0.18859244090246163,0.20509019765723235,0.19363513777266533,0.17692903639664695,0.19273138626079805
