,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_booster,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_random_state,param_scale_pos_weight,param_subsample,params,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc,split0_train_auprc,split1_train_auprc,split2_train_auprc,split3_train_auprc,split4_train_auprc,mean_train_auprc,std_train_auprc
0,0.036008167266845706,0.00971969105046888,0.035897684097290036,0.0018777158079387563,dart,0.01,3,5,1,0,1.0,0.6,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 5, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 0.6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573877196788891,0.5206480949689514,0.5069268795207666,0.2645144516159468,0.40185484616457007,0.45026639838982485,0.10628869641613371,21,0.47037855289996766,0.4965489412761497,0.5316127147702326,0.5466735660874675,0.5220681978297657,0.5134563945727166,0.027013915014492983
1,0.03159966468811035,0.003140899046528214,0.0394864559173584,0.006198124201615714,dart,0.01,3,5,1,0,1.0,1.0,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 5, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573877196788891,0.47946564175681117,0.4275581742243437,0.23856223331163667,0.36907603136720085,0.4144099600677763,0.10754101087090073,45,0.44703328381213664,0.46355229361627165,0.47078591728551955,0.502394918914181,0.5027578131979948,0.47730484536522066,0.022024358805497454
2,0.03421602249145508,0.0031150463467421777,0.04029245376586914,0.005224049071739524,dart,0.01,3,5,1,0,39.28846153846154,0.6,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 5, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 39.28846153846154, 'subsample': 0.6}",0.27412560485685694,0.46783644345560144,0.1877545756061418,0.02539255721870937,0.2813350666835882,0.24728884956417954,0.14373788076805194,21,0.34272431128671704,0.40986173909775725,0.31753325155458234,0.2288551436776501,0.30636522900192054,0.32106793492372543,0.05845545434637779,0.2608695652173913,0.48,0.15584415584415584,0.056074766355140186,0.21621621621621623,0.23380094072658072,0.14093953534828962,20,0.3036649214659686,0.42,0.25,0.15964523281596452,0.24719101123595505,0.2761002331035776,0.08549349370145182,0.5854891137218723,0.4818889552959815,0.46155567285984744,0.2287287653476245,0.4122762654012654,0.43398775452531824,0.11714078571804648,37,0.4834735579928653,0.5014784203199398,0.5183083710612668,0.5477916124440049,0.5664798569279207,0.5235063637491996,0.030170745355661978
3,0.031258344650268555,0.005655870049912115,0.03932790756225586,0.005814701048778774,dart,0.01,3,5,1,0,39.28846153846154,1.0,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 5, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 39.28846153846154, 'subsample': 1}",0.27920135776869803,0.2258494920130203,0.12481812406001287,0.10964552175717297,0.18147378409289994,0.18419765593836085,0.06301102729641851,32,0.3674293680845853,0.24959905472499477,0.2371528979115423,0.16603936428597824,0.24063222852392704,0.25217058270620557,0.06491294419980968,0.26666666666666666,0.1917808219178082,0.10344827586206896,0.08040201005025126,0.15,0.15845955489935903,0.06634737533772038,32,0.348993288590604,0.19672131147540983,0.16033755274261605,0.1008610086100861,0.19169329073482427,0.19972129043070805,0.08207315298370663,0.5639730639730639,0.29797247575428076,0.1871802815086256,0.23119255115078505,0.2749969668757545,0.311063067852502,0.1320316913239934,48,0.4478883477236403,0.27004319867186616,0.28750624974509303,0.49334854902039027,0.2990958001079756,0.3595764290537931,0.0922628762020786
4,0.05660181045532227,0.004991066173151029,0.039498519897460935,0.004404860122639612,dart,0.01,3,10,1,0,1.0,0.6,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 10, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 0.6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565607145440081,0.52272771469563,0.5065034378488696,0.2777959927798519,0.4106604188879473,0.45665894193047596,0.1027882155278273,15,0.4874063221736159,0.49821688788550694,0.5297323249399645,0.5610778160820891,0.5300267763323444,0.5212920254827041,0.026119519615922356
5,0.0582789421081543,0.003913950758533447,0.04100508689880371,0.002727950856384226,dart,0.01,3,10,1,0,1.0,1.0,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 10, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573877196788891,0.47946564175681117,0.43237394563049664,0.23856223331163667,0.36907603136720085,0.4153731143490069,0.10767593603644163,44,0.44703328381213664,0.46355229361627165,0.48819413829943104,0.502394918914181,0.509034869475051,0.48204190082341436,0.023444336491824057
6,0.05815577507019043,0.002410806261386426,0.03757472038269043,0.004352240382302824,dart,0.01,3,10,1,0,39.28846153846154,0.6,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 10, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 39.28846153846154, 'subsample': 0.6}",0.32167281037497,0.44117179278754914,0.2170440041195256,0.05059452019332803,0.2971173838962123,0.265520102274317,0.12926559413722716,17,0.36629638276273213,0.39380117099110334,0.3633883468964602,0.26619418975317694,0.38672268365156004,0.35528055481100657,0.0460345751237049,0.3157894736842105,0.4375,0.18461538461538463,0.07142857142857142,0.2727272727272727,0.25641214049108785,0.12325450018227563,17,0.3314285714285714,0.3902439024390244,0.3113207547169811,0.1935483870967742,0.34408602150537637,0.31412552743734545,0.06563192374413805,0.5948559066115615,0.4952357852950739,0.458433522225003,0.24148233178978368,0.37814945967115665,0.4336314011185157,0.11866178593236917,39,0.4906719159016185,0.5293752047962879,0.5545337776351591,0.5623137769247218,0.5711386143035374,0.5416066579122649,0.029024086684826336
7,0.055544471740722655,0.006970611349174794,0.03726415634155274,0.004490224906215981,dart,0.01,3,10,1,0,39.28846153846154,1.0,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 10, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 39.28846153846154, 'subsample': 1}",0.27920135776869803,0.2258494920130203,0.1544219284446244,0.1033999258440615,0.21985795404359568,0.1965461316228,0.061130481019436946,30,0.3674293680845853,0.24959905472499477,0.27413571631734984,0.4506606262234521,0.2743696257418014,0.32323887821843666,0.07538069939940673,0.26666666666666666,0.1917808219178082,0.12631578947368421,0.125,0.1875,0.17945265561163182,0.05217594351155832,30,0.348993288590604,0.19672131147540983,0.19733333333333333,0.4462809917355372,0.22641509433962265,0.2831488038949014,0.09899527979458662,0.5769751192850127,0.29797247575428076,0.4330483401281305,0.23119255115078505,0.28080396047083767,0.3639984893578093,0.12573393187099416,47,0.46963812651019304,0.27004319867186616,0.5170309991544633,0.5208337357431281,0.3104516343860998,0.41759953889315005,0.10630660964388342
8,0.1557631492614746,0.010686001963521447,0.03927931785583496,0.001994778437673377,dart,0.01,3,20,1,0,1.0,0.6,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 20, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 0.6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740728225958477,0.5334953409535748,0.5129091591860119,0.2849660455220482,0.4095340604626384,0.4629954857440242,0.104261579425982,9,0.49216304719409504,0.5075942831396789,0.5276886111696576,0.5687657007248024,0.543655444425029,0.5279734173306525,0.026861530829562524
9,0.14886679649353027,0.005868836493222013,0.03807158470153808,0.001596574755725474,dart,0.01,3,20,1,0,1.0,1.0,"{'booster': 'dart', 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 20, 'n_jobs': 1, 'random_state': 0, 'scale_pos_weight': 1, 'subsample': 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573877196788891,0.5106238945810216,0.4667489456304966,0.2551830514948395,0.3756848754986016,0.43312569737676965,0.10727588435538972,41,0.44703328381213664,0.48443520009693963,0.48416557841358504,0.5394274751139533,0.5138904348518107,0.4937903944576851,0.03115489976232426
