classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_f1_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds,mean_f1_on_held_out_folds
RandomForestClassifier,379,0.6890027386923689,0.6384645229905088,0.6507910607910607,0.6309043348961856,0.5261709035372668,0.6017582417582418
