,hidden_size,num_layers,lr,batch_size,split0_train_mcc,split0_train_f1,split0_train_auprc,split0_test_mcc,split0_test_f1,split0_test_auprc,split1_train_mcc,split1_train_f1,split1_train_auprc,split1_test_mcc,split1_test_f1,split1_test_auprc,split2_train_mcc,split2_train_f1,split2_train_auprc,split2_test_mcc,split2_test_f1,split2_test_auprc,split3_train_mcc,split3_train_f1,split3_train_auprc,split3_test_mcc,split3_test_f1,split3_test_auprc,split4_train_mcc,split4_train_f1,split4_train_auprc,split4_test_mcc,split4_test_f1,split4_test_auprc,mean_train_mcc,mean_train_f1,mean_train_auprc,mean_test_mcc,mean_test_f1,mean_test_auprc
26,16,1,0.01,64,0.5872791440571647,0.5573770491803278,0.4803653708203188,0.7340646971002934,0.7058823529411765,0.5747772162916346,0.0,0.0,0.3432033036165729,0.0,0.0,0.49512754803858944,0.6187421768701943,0.59375,0.47761587363374125,0.6278669185981051,0.5714285714285714,0.44518853688092275,0.6554089711354643,0.6363636363636364,0.5211676788943872,0.4429030024106458,0.3333333333333333,0.26251636811282414,0.6318517905529382,0.5901639344262295,0.4805899369402663,0.589611228406161,0.5882352941176471,0.556566128180553,0.4986564165231523,0.4755309239940388,0.4605884327810573,0.47888916930304104,0.4397759103641456,0.46683515950090476
27,16,2,0.0001,16,0.0,0.047757716948165406,0.025074154482394,0.0,0.05116279069767442,0.02947564280022404,0.0,0.0,0.017208053940564193,0.0,0.0,0.017243686860886724,0.0,0.048894062863795114,0.05924926383348689,0.0,0.046620046620046623,0.06765419269073533,0.0,0.0,0.054015168906549324,0.0,0.0,0.0812519106687237,0.0,0.0,0.016708174375563045,0.0,0.0,0.02070291351254239,0.0,0.019330355962392104,0.034450963107711494,0.0,0.019556567463544207,0.043265669306622435
28,16,2,0.0001,32,0.012739538998998443,0.05,0.03200398953034744,0.05192885855410437,0.07792207792207792,0.03815303831283602,0.0,0.0,0.1697025970800122,0.0,0.0,0.38849884265744994,0.0,0.0,0.22480989890007536,0.0,0.0,0.08897540223637629,0.0,0.0,0.34859507035092613,0.0,0.0,0.029751699963819794,0.0,0.0,0.029798712508707116,0.0,0.0,0.07107049169707302,0.0025479077997996886,0.01,0.16098205367401364,0.010385771710820873,0.015584415584415584,0.12328989497351099
29,16,2,0.0001,64,0.0,0.0,0.11495496895196998,0.0,0.0,0.16783859005283872,0.0,0.0,0.06291438372282654,0.0,0.0,0.1324686347916838,0.0,0.0,0.32180642341999904,0.0,0.0,0.33136396707003735,0.0,0.0,0.015142164528138392,0.0,0.0,0.015234592284100252,0.0,0.0,0.03237796656160033,0.0,0.0,0.03161697384246225,0.0,0.0,0.10943918143690685,0.0,0.0,0.13570455160822448
30,16,2,0.001,16,0.0,0.0,0.02992228677136067,0.0,0.0,0.048459006412844036,0.6032463185720012,0.5666666666666667,0.46973608611659234,0.6773786076528916,0.6666666666666666,0.5480795857742797,0.6187421768701943,0.59375,0.49996554435756185,0.6278669185981051,0.5714285714285714,0.4619031000188934,0.5996540073548048,0.5714285714285714,0.5083310749826139,0.4429030024106458,0.3333333333333333,0.2517101456846355,0.5731044295872854,0.5172413793103449,0.47588172509226556,0.589611228406161,0.5882352941176471,0.5674515823463706,0.47894938647685714,0.4498173234811166,0.3967673434640789,0.46755195141356065,0.43193277310924366,0.3755206840474047
31,16,2,0.001,32,0.5872791440571647,0.5573770491803278,0.4590441095356605,0.7340646971002934,0.7058823529411765,0.579102042774323,0.0,0.0,0.1415602488954197,0.0,0.0,0.20260792000906197,0.44664179314055935,0.39285714285714285,0.42810361392668905,0.5430947643615459,0.46153846153846156,0.4500259581160324,0.5996540073548048,0.5714285714285714,0.5270082306734337,0.4429030024106458,0.3333333333333333,0.24929707256755348,0.6318517905529382,0.5901639344262295,0.4617223945998918,0.589611228406161,0.5882352941176471,0.37057763721051223,0.4530853470210934,0.42236533957845435,0.4034877195262189,0.4619347384557292,0.4177978883861237,0.37032212613549664
32,16,2,0.001,64,0.0,0.047757716948165406,0.05476979493869175,0.0,0.05116279069767442,0.06910255118726069,0.0,0.047757716948165406,0.036291619177994464,0.0,0.05116279069767442,0.0762806444971165,0.0,0.048894062863795114,0.025059665871121718,0.0,0.046620046620046623,0.02386634844868735,0.17168428724139145,0.1503267973856209,0.3458395460978038,0.20391887661873695,0.17142857142857143,0.2047365085365375,0.0,0.0,0.031048932467371324,0.0,0.0,0.033416935516541194,0.03433685744827829,0.05894725882914938,0.09860191171059661,0.04078377532374739,0.06407483988879338,0.08148059763722865
33,16,2,0.01,16,0.5872791440571647,0.5573770491803278,0.4874269885270892,0.7340646971002934,0.7058823529411765,0.5869089017872628,0.6032463185720012,0.5666666666666667,0.526111158344788,0.6773786076528916,0.6666666666666666,0.5523776250130422,0.6187421768701943,0.59375,0.5240939629508489,0.6278669185981051,0.5714285714285714,0.4443321483318402,0.6554089711354643,0.6363636363636364,0.5473018908009794,0.4429030024106458,0.3333333333333333,0.24357786455888783,0.6318517905529382,0.5901639344262295,0.4995387111262251,0.589611228406161,0.5882352941176471,0.40725670235420586,0.6193056802375525,0.5888642573273721,0.5168945423499862,0.6143648908336194,0.573109243697479,0.44689064840904774
34,16,2,0.01,32,0.5872791440571647,0.5573770491803278,0.46159400919509486,0.7340646971002934,0.7058823529411765,0.5818224263049034,0.6032463185720012,0.5666666666666667,0.5346361092018646,0.6773786076528916,0.6666666666666666,0.4927018414407104,0.6187421768701943,0.59375,0.4845798243203059,0.6278669185981051,0.5714285714285714,0.43660991186602166,0.5996540073548048,0.5714285714285714,0.5197291085645745,0.4429030024106458,0.3333333333333333,0.24132866878858286,0.6318517905529382,0.5901639344262295,0.48038958455997466,0.589611228406161,0.5882352941176471,0.5079578654591402,0.6081546874814207,0.575877244340359,0.49618572716836296,0.6143648908336194,0.573109243697479,0.4520841427718717
35,16,2,0.01,64,0.5872791440571647,0.5573770491803278,0.5346592263734331,0.7340646971002934,0.7058823529411765,0.5752506976453504,0.6032463185720012,0.5666666666666667,0.5056437157847763,0.6773786076528916,0.6666666666666666,0.546013437564719,0.0,0.0,0.167949393031036,0.0,0.0,0.26343166209504215,0.6554089711354643,0.6363636363636364,0.5218214419838015,0.4429030024106458,0.3333333333333333,0.24171269497434375,0.6318517905529382,0.5901639344262295,0.4926350395552311,0.589611228406161,0.5882352941176471,0.44264635459504487,0.4955572448635136,0.4701142573273721,0.44454176334565554,0.48879150711399844,0.4588235294117647,0.41381096937490003
36,32,1,0.0001,16,0.11277682877105114,0.10909090909090909,0.13879569588734103,0.11942349771602254,0.125,0.14702023550061286,0.0,0.0,0.05969010314489512,0.0,0.0,0.09746299896903889,0.0,0.0,0.4481957306229525,0.0,0.0,0.4412076890296606,0.0,0.0,0.017156485611840196,0.0,0.0,0.03757418870606228,0.16729894878697776,0.13176470588235295,0.4650382666974534,0.23025816621863385,0.16666666666666666,0.38622035441240427,0.05601515551160578,0.048171122994652406,0.22577525639289647,0.06993633278693127,0.05833333333333333,0.22189709332355578
37,32,1,0.0001,32,0.40896656314223667,0.2916666666666667,0.22345759199737875,0.42177487881291076,0.3076923076923077,0.23956180703440935,0.0,0.0,0.4335417210670327,0.0,0.0,0.5528790758077792,0.44664179314055935,0.39285714285714285,0.38120674493609374,0.31280487520521977,0.18181818181818182,0.28088689199442507,0.0,0.0,0.30887069290814656,0.0,0.0,0.13913273844567506,0.0,0.0,0.07089327544285401,0.0,0.0,0.08439522206067945,0.17112167125655922,0.13690476190476192,0.2835940052703011,0.1469159508036261,0.0979020979020979,0.2593711470685936
38,32,1,0.0001,64,0.5455644966578275,0.5084745762711864,0.36707851419437304,0.6692965256612252,0.625,0.4927189569656504,0.06479610219119605,0.079155672823219,0.05606063643413596,0.05950842936747557,0.07920792079207921,0.041911791135840246,0.0,0.048894062863795114,0.022361315078461508,0.0,0.046620046620046623,0.025166596416550183,0.5116741723427857,0.45614035087719296,0.43568900824965956,0.4429030024106458,0.3333333333333333,0.2635939421237006,0.0,0.048894062863795114,0.11473886861715316,0.0,0.046620046620046623,0.23062857812999787,0.22440695423836185,0.2283117451398377,0.19918566851475666,0.23434159148786932,0.22615626947310113,0.21080397295434783
